id,name
nathan-kamokoue,Nathan Kamokoue
navidshad,Navid
owasp,OWASP
ray-tien,Ray Tien
rohan-dey,Rohan Dey
shannon-science,Shannon Science
seunghyun-ji,Seunghyun Ji
yujinze,Yujinze
vincent-verdet,Vincent Verdet
vndangkhoa,vndangkhoa
wangfenghuan,IntelliDraw maintainers
wang-yaomin,Wang Yaomin
werispace,Werispace
harry-wu,Harry Wu
attila-toth,Attila Toth
cowork-studio,Cowork Studio
pabasara-palihena,Pabasara Palihena and ArchiFlow team
satoru-ogura,Satoru Ogura
zeradam-fantaye,Zeradam Fantaye
narihito,Narihito
krontek,Krontek
roman-zabolotin,Roman Zabolotin
shivraj10,Shivraj
tz-ping-gau,Tz Ping Gau
x-school-academy,X School Academy
wk222,AgentGo maintainers
manyar-su,Maris Ibrahim
zhilei-zheng,Zhilei Zheng
01-ai,01.AI
darshit-sharma,Darshit Sharma
streetcoder02,Aniruddha Pratap Singh
ali-ameen,Ali Amin
lachpawel,LachPawel
borhomjkj0,Omar Borhom
tarvel,Taiye James Babatunde
lifelessa,LifelessAK
ken-alba,NLJ Platform maintainers
shally-varshney,Agentic Signal maintainers
calcstack,Calcstack
claudekit-marketing,ClaudeKit Marketing maintainers
optimilabs,OptimiLabs
production-ai-institute,Production AI Institute
opencanvas-ai,OpenCanvas AI
nazih-khelifa,Nazih Khelifa
five-dee-studios,5-Dee Studios
autogpt,AutoGPT
tooljet,ToolJet
langflow,Langflow
inkeep,Inkeep
firecrawl,Firecrawl
rocketride,RocketRide
dograh,Dograh
refly,Refly AI
claraverse,ClaraVerse
ngxba,Tung Lam Nguyen Ba
openbmb,OpenBMB
composio,Composio
cole-medin,Cole Medin
iflytek,iFLYTEK
chatbotx,ChatbotX
smythos,SmythOS
onelevenvy,Flock maintainers
tesslate,TesslateAI
yizhiyanhua-ai,Yizhiyanhua AI Community
jherrod-thomas,Jherrod Thomas
teable,Teable
budibase,Budibase
canner,Canner
yasin-boelhouwer,Yasin Boelhouwer
stably,Stably
block,Block Open Source
priyanshu-paul,Priyanshu Paul
ineron,Ineron
randomvibecoder,randomvibecoder
microcandella,microcandella
akhil-babu,Akhil Babu
vardot,Vardot
drelf,Drelf
dcongthinh,Dcongthinh
wafiq,Wafiq
oplooins,Oplooins
kedar-vartak,Kedar Vartak
erin-workflow-studio-team,Erin AI Workflow Studio team
eka-syarif-maulana,Eka Syarif Maulana
jeremyjsx,Jeremy
mefree2098,mefree2098
ketle-man,ketle-man
yusuf-eminoglu,Yusuf Eminoğlu
drupal,Drupal community
alphons-jaimon,Alphons Jaimon
dcnsakthi,Sakthivel Nachimuthu
leon-hypers,Leon-HyperS
aidemyst,Aidemyst
mathias-engel,Mathias Engel
tovrr,tovrr
asheesh109,asheesh109
pruthviraj75,Pruthviraj75
kashyapv45,kashyapv45
cloud9ops,cloud9ops
okanaganrusty,okanaganrusty
andyjmorgan,andyjmorgan
igor-warzocha,Igor Warzocha
om-kshirsagar,Om Kshirsagar
quantai3113,QuantAI3113
zavora-ai,Zavora AI
simstudioai,Sim
infiniflow,InfiniFlow
flowagi-eu,flowagi.eu
flowiseai,FlowiseAI
daniiel,Daniel
aadithyanas,Aadithyan A.S
abhishek-kumar-35,Abhishek Kumar
aditthyass,Aditthya S.S Varma
aispiritlabs,AISpirit Labs
ak-jaat-007,Aman Kaliramna
amiteshkch,Amitesh
amrsaeedbadway,AMR Saeed Badway
anshii-jain,Anshi Jain
aswinayyolath,Aswin A
ayush-that,Tessra contributors
binaryshrey,Shreyansh Saurabh
brahim-abdelbeki,Brahim Abdelbeki
brainfuel,Brainfuel
burhan086,Burhan086
chandradot99,Chandradot99
chebaleomkar,Chebale Omkar
codexnever,Codexnever
codyadam,Cody Adam
contextui-desktop,ContextUI
dafum,DaFum
danroblewis,Dan Rob Lewis
dearzubi,Dear Zubi
deepflowai,DeepFlowAI
demilade01,Demilade01
dhanu81-dev,Dhanu81-DEV
dionsnoeijen,Dion Snoeijen
farrelljoswara,Farrell Joswara
fuleinist,Fuleinist
giselles-ai,Giselle
harshchavan009,Harsh Chavan
heymrun,Heym
ar-droid,Anjana Rangarajan / CRIMETRYX AI
jason-jz-zhu,Jiazhen Zhu
jd-com,JD.com
jedidiahdev,Jedidiah Onyekachi
jeritano,Jeritano
kevin-astuhuaman,Kevin Astuhuaman
kyndryl,Kyndryl
lanekingkong,Lanekingkong
lonkins,Lonkins
magicred-1,Djason Gadiou / BrokieAI
magpiefelt,Magpiefelt / ABC Agent Builder Console
megasupersoft,MegaSuperSoft
melaya-labs,Melaya
musashimiyomoto,Josef Mazan
nids12,Nidhi Sarda
nihalashetty,Nihal A. Shetty
nikhil-vs1811,Nikhil VS
nisargpatel7042lva,Nisarg Patel
team-yurei,Team Yurei
rachitt,Rachit
reasonmethis,Dmitriy Vasilyuk / LightLang
reedrich12,Reed Richardson
richa-sharma,Richa Sharma
rmounithreddy,R. Mounith Reddy
robertsbob,Roberts B
run-llama,LlamaIndex
sanket-hatti,Sanket Hatti
segfault42,SegFault42
serhii-sotskyi,Serhii Sotskyi
showjihyun,showjihyun
sneha-chaurasia,Sneha Chaurasia
studentfrederick,Freek van den Bosch
subham-mohanta,Subham Mohanta
surabhi2408,surabhi2408
suzam26,Sam Polsky
tim-wijma,Tim Wijma
tofulabai,Tofulabai
toobahasnain,Syeda Tooba Hasnain
ugo5738,Daniel Nwachukwu
upinder28,Upinder Kaur
vmk-004,VMK-004
w3jdev,W3JDev
whiteboardmonk,whiteboardmonk
winka-alcel,winka-alcel
yifank,Yifan Kang
yumikoood,YumikoooD
alexandr-davydov,Alexandr Davydov
beingshappy,CodeWithHappy
composeflow,ComposeFlow
frappe,Frappe
grillsdev,Grills
sharadpatil1415,Sharad Patil
dyad,Dyad
mobirise,Mobirise
ratna-babu,Bantupalli Ratna Babu
playcode,Playcode
builtbyv,V
hamza-amir,Hamzah A.A. Amir
enzostvs,Enzo
openinterface,Open Interface
sully-omar,Sully Omar
sanyam-bassi,Sanyam Bassi
ayesha25-mahek,Ayesha and Mahek
trillion6,PRISM by trillion6
radwa-talaat,Radwa Talaat
amarhouse,LandingForge
rashed-hasan,Rashed Hasan
aditya-dwi-putra,Aditya Dwi Putra
ali-tamer,Ali Tamer
galih-pratama,Galih Pratama
hrishikesh-bania,Hrishikesh Bania
jayesh,Jayesh
sawan-kumar,Sawan Kumar
arijeet-priyadarshi,Arijeet Priyadarshi
marcelo-lima,Marcelo Rizzardo Lima
tamil-selvan,Tamil Selvan
aditya-sharma,Aditya Sharma
amit-sharma,Amit Sharma
srayash,Srayash Singh
webcraft-team,WebCraft team
hexcode-team,HexCode team
curate-team,Curate team
rahul-amlekar,Rahul Amlekar and contributors
dhruv-pansuriya,Dhruv Pansuriya and contributors
webgalaxy-team,WebGalaxy team
ragul,Ragul
mckechniep,Frame Bucket maintainer
web5lab,Web5Lab and Redesignr AI team
ursazoo,ursazoo and contributors
flight505,flight505 and contributors
achuajays,Achuajays and contributors
renzo-nogueira,Renzo Nogueira
mohamad-amjad,Mohamad Amjad and contributors
pablo-de-groot,Pablo de Groot and contributors
natalie-basille,Natalie Basille
pavan-kumar,Pavan Kumar and contributors
thegreatbonnie,The Great Bonnie
lutfi-haslab,Lutfi Haslab and contributors
mohammed-kahab,Mohammed Kahab K
vladyslav-dobrodii,Vladyslav Dobrodii
padala-varun,Varun Padala
codecooks-team,CodeCooks team
shekh-basir,Shekh Basir
panth-infotech,Panth Infotech
andre-corugda,Andre Corugda and contributors
graeberj,AI Voice Page Builder maintainer
pushkar-chandra,Pushkar Chandra
abhay-beinex,Abhay and Generative UI App contributors
yuvalsuede,Yuval and AI2UI contributors
daniela-vareiro,Daniela Vareiro
cristian-araoz,Cristian Ivan Araoz
amit-nandan,Amit Nandan
shadway-maintainers,Shadway maintainers
regoletto,Regoletto
sanjay-surampudi,Sanjay Surampudi
shivam-mishra,Shivam Mishra
micracode-maintainers,Micracode maintainers
abdul-musawar,Abdul Musawar
abhishek121004,Abhishek121004
hanzo,Hanzo
om-singh,Om Singh
osw-studio-maintainers,OSW Studio maintainers
echohive,echoHive
bamerf,Bamdad Erfanian
bluntbrain,bluntbrain
stackedbyadit,StackedByAdit
gokul-krishna,Gokul Krishna
aman-raj,Aman Raj
debanik,Debanik
ethan-ng,Ethan Ng
ximanta,Simanta Sarma
nv-drollins,Dave Rollins
kiryuchi10,Dong Hyeun Lee
ujjwal1541,ujjwal1541
aranees-khan,Anees ur Rehman
codeacks,codeacks
merchantry,Merchantry
louvivien,Louvivien
nathan-lu,Nathan Lu
shaxxshankari,Gowrishankari S
devisha-arora,Devisha Arora
artem-synytsin,Artem Synytsin
devesh-singh,Devesh Singh
abrar-ahmed,Abrar Ahmed
lochlann-ohiggins,Lochlann O'Higgins
devsakshi022r,devSakshi022R
shrik4,shrik4
ogata-maintainers,ogaTa.ai maintainers
aifeifei798,aifeifei798
shrutika-kapade,Shrutika Kapade
devendra-reddy,Vennapusa Devendra Reddy
pappu-kumar,Pappu Kumar
ayushman-gupta,Ayushman Gupta
cprince9,cprince9
rigoberto-quezada,Rigoberto Quezada
k3v123,K3v123
kuroda-kayn,Kuroda Kayn
noman-rahim,Noman Rahim
krish-anand,Krish Anand
sanskriti-singh,Sanskriti Singh
shubharthak-sangharsha,shubharthaksangharsha
sfyr111,Ryan
akshay-chaulya,Akshay Chaulya
julian-shen,Julian Shen
tushar-mokal,Tushar Mokal
zeeshan1903,Zeeshan1903
jordan-dsouza,Jordan D'Souza
nithin1616,Nithin1616
honey610,Shishir Gupta
dhanu7789,Dhanu7789 and contributors
harsh-bhanushali,Harsh Bhanushali
tulsi-pandey,Tulsi Pandey
cephas-tech-org,Cephas Osei-Bonsu / CephasTechOrg
vishnu-prahalathan,Vishnu Prahalathan N
psa21git,P Sreyanshu Anupam
gururaj-charan,GururajCharan
arshan-nawaz,Arshan Nawaz
clientsight-gazebuilder-team,ClientSight / GazeBuilder contributors
krishna-priya,Krishna Priya
maf-kelvin,Maf-Kelvin
diego-perez,Diego Perez
praneet-biswal,Praneet Biswal
rishikesh-ugale,Rishikesh Ugale
gokulbits,GokulBits18
aditya-umale,Aditya Umale
anand-c,ANAND C
imroz-wahid,Imroz Wahid
emiliano-conti,Emiliano Conti
datta-sable,Datta Sable
artibar,Artibar
tony-vbb,Veeramalla Balaji Bhargav
krish-kapuriya,Krish Kapuriya
edouard-automations,Edouard Automations
siddharth-kumar-rai,Siddharth Kumar Rai
deepanshu-sharma,Deepanshu Sharma
mohannad-abdelrazek,Mohannad Ahmed Abdelrazek Abdelhakim
dhruv-jain,Dhruv Jain
mohit-aggarwal,Mohit Aggarwal
yashsaini0759,yashsaini0759
fujitsu11,Fujitsu11
anushka-chaudhary,Anushka Chaudhary
farazkhan542,Farazkhan542
mohd-mazhar-khan,Mohd Mazhar Khan
lakshmiprasanth,Lakshmiprasanth
rohit-kumar,Rohit Kumar
jay-sankopal,Jay Sankopal
abhi-gandhi,Abhi Gandhi
josiah-the-programmer,JOSIAHTHEPROGRAMMER
vaibhav-hajare,Vaibhav Hajare
aqib-ahmed,Aqib Ahmed
bonifacio-calindoro,Bonifacio Calindoro
zyra-ai-assistant,Zyra AI Assistant
mohammad-armaan,Mohammad Armaan
firefetch,Firefetch
vijay-kusekar,Vijay Digambar Kusekar
krishna-paralkar,Krishna Paralkar
akhil-maratha,Akhil Maratha
safwan-hanif,Safwan Hanif
sgk112,SGK112
shakti-prasad-ram,Shakti Prasad Ram
mohit-kumar,Mohit Kumar
aditya-singh-gautam,Aditya Singh Gautam
prit-zalavadiya,Prit Zalavadiya
subrata-ghosh,Subrata Ghosh
juan-denis,Juan Denis
nowsquare,NowSquare
dennis-faucher,Dennis Faucher
pragya-manna,Pragya Manna
vardhan-v,Vardhan V
lucash507,Lucas H507
markec12345678,markec12345678
chitransh-chocksey,Chitransh Chocksey
piyush-agarwal,Piyush Agarwal
dhruv-bansal,Dhruv Bansal
yayasan-at-tauhid,Yayasan At-Tauhid
raj-ai,RAJ AI
krishal-karna,Krishal Karna
stefanautomateed,stefanautomateed
mabrig1,mabrig1
harshi0505,Harshi
biswajit-sarkar,Biswajit Sarkar
atharva-kulkarni,Atharva Kulkarni
dimple-choudhary,Dimple Choudhary
aman-roniwal,Aman Roniwal
sejal-godbole,Sejal Godbole
codesbyshi,CodesByShi
posimyth,POSIMYTH
naano-corp,Naano
ron-reiter,Ron Reiter
tamim-bro,Tamim Bro
tedysek,Tedysek
adithya-tb,Adithya T B
afi,AFI
sehind-hemzani,Sehind Hemzani
tastyeffect,Tasty Effect
damien,Damien
totalum,Totalum
eason-wang,Eason Wang
buildable-contributors,Buildable contributors
raj-patel,Raj Patel
biosbrick,BiosBrick
opsima,Opsima
nishant-chaudhary,Nishant Chaudhary
irfan-khan,Irfan Khan
paurakh-pyakurel,Paurakh Pyakurel
harsh-rawat,Harsh Rawat
arpit-tiwari,Arpit Tiwari
tanaya-sherekar,Tanaya Sherekar
prathamesh-prasad,Prathamesh Prasad
abhishek-agnihotri,Abhishek Agnihotri
fanbox-contributors,FanBox contributors
sebastian-schepis,Sebastian Schepis
nischay-vermani,Nischay Vermani
greatstack,GreatStack
morningstar,Morningstar
susmita-dey,Susmita Dey
mark-hinkle,Mark Hinkle
admineral,Elias (admineral)
harsh-pandey,Harsh Pandey
tayyab-ellahi,Tayyab Ellahi
rohit173-sv,Rohit173-sv
sparsh-joshi,Sparsh Joshi
peter890176,peter890176
pradeep9557,pradeep9557
sahil-tanwani,Sahil Tanwani
siddhartha-kumar,Siddhartha Kumar
shubha229,shubha229
abdul-baqui,Abdul Baqui
rajnish-kumar,Rajnish Kumar
mousewarriors,Mousewarriors
radzfoundation,Radz Foundation
syu213,Simon (syu213)
shashi-shekhar-pandey,Shashi Shekhar Pandey
sammy-tourani,Sammy Tourani
umang162,Umang
jun-rod,Jun Rod
yuhao-corn,Yuhao (YUHAO-corn)
mobile-reality,Mobile Reality
apexneural,ApexNeural Akshaay
cloudflare,Cloudflare
philippos-ktistakis,Filippos Dimitrios Ktistakis
shoaib-ahmed,Shoaib Ahmed
eugene-mcmillian,Eugene McMillian
hatif-osmani,Hatif Osmani
bhavesh-shrivastav,Bhavesh Shrivastav
neelanjan-v,Neelanjan V
krishna-sharma,Krishna Sharma
varun-sharma,Varun Sharma
akira-yuzai,Akira Yuzai
akn-code,AKN Code
maurya-patel,Maurya Patel
abdullah-shahid,Abdullah Shahid
ctar,Kadnya team
ignacio-gentili,Ignacio Gentili
choice-to-shorts,ChoiceToShorts
nandu-priya,Nandu Priya
garry-tan,Garry Tan
aws-labs,AWS Labs
karl-wallbom,Karl Wallbom
doratiotto67,Doratiotto67
nick-the-legend,Nick the Legend
simran903,Simran903
dustin-loring,Dustin Loring
lwshakib,lwshakib
arpon-dutta,Arpon Dutta
bluebot-609,bluebot-609
uimason53-rgb,UiMason53-rgb
johncakes,Sim Hyeok
princethakarar,Prince Thakarar
quotexlasthope3-commits,quotexlasthope3-commits
soapbox-pub,Soapbox
dr-week,Dishan Naik
super-nived,super-nived
derekross,Derek Ross
raffay69,Mohammad Abdul Raffay
elreco,Alexandre Le Corre
jagdishsuthar1,Jagdish Suthar
narayaaana11,Veera Venkata Naga Satyanarayana Thota
dublyo,Dublyo
