candidate_id,display_name,status,resolution_target,first_seen_batch,discovery_url,evidence_kind,team_region,region_evidence_url,reviewed_on,decision_reason
cand-tastemaker,Tastemaker,excluded,,RECURSIVE-001,https://github.com/codeswithroh/tastemaker,source-repository,unknown,,2026-08-12,Pinned source provides agent instructions scripts style locks decision logs and preference memory but the downstream coding agent owns every visual implementation; Tastemaker itself has no visual artifact authority
cand-agent-scad,AgentSCAD,included,census:agent-scad,RECURSIVE-001,https://github.com/Kevoyuan/AgentSCAD,source-repository,unknown,,2026-08-12,Pinned source establishes editable OpenSCAD as authority with native or WASM rendering into STL and PNG deterministic manufacturing validation one bounded repair path explicit ambiguity choices job history and local or hosted artifact persistence
cand-gitfig,GitFig,excluded,,RECURSIVE-001,https://gitfig.com/,first-party,unknown,,2026-08-12,The product has a strong bidirectional Figma Variables and GitHub JSON lifecycle with branches pull requests conflicts and version history but no evidenced AI or agent participates in that ordinary loop
cand-gemcoder-ai,Gemcoder.AI,included,census:gemcoder-ai,RECURSIVE-001,https://ai.gemcoder.com/,first-party,China,https://ai.gemcoder.com/,2026-08-12,Official product establishes an independently surfaced application project where requirements become componentized interface design natural-language interactions generated application code and a prototype whose visual result is intended to equal the delivered product
cand-taste-skill,Taste Skill,excluded,,RECURSIVE-002,https://github.com/Leonxlnx/taste-skill,source-repository,unknown,,2026-08-12,Pinned repository is a collection of portable design and image-generation instruction skills for external agents; it supplies style policy and references but does not own the visual artifact those agents create
cand-ai-prototyper,AI Prototyper,included,census:ai-prototyper,RECURSIVE-002,https://github.com/tongsalangsingha/AI-prototyper-tool,source-repository,unknown,,2026-08-12,Pinned plugin and local backend decompose a brief into features retrieve a bounded component vocabulary generate a JSON component tree and materialize it as editable native Figma frames text auto-layout and SVG nodes
cand-tokvista,Tokvista,included,census:tokvista,RECURSIVE-002,https://www.figma.com/community/plugin/1609493358238428587/tokvista,first-party,India,https://in.linkedin.com/in/nibin-kurian,2026-08-12,Official plugin listing and creator-authored product account establish AI generation of foundation and semantic token graphs that import into Figma plus visual diffs CSS SCSS Tailwind and JSON export GitHub versioned snapshots and shareable developer previews
cand-promptinfuser,PromptInfuser,excluded,,RECURSIVE-002,https://research.google/pubs/promptinfuser-how-tightly-coupling-ai-and-ui-design-impacts-designers-workflows/,research-paper,unknown,,2026-08-12,Research prototypes connected Figma elements to prompt input output and frame-change behavior but no independently released maintained product or source project establishes a current usable lineage
cand-cogen,CoGen,excluded,,RECURSIVE-002,https://arxiv.org/abs/2601.10536,research-paper,unknown,,2026-08-12,The paper reports a system for prompt-to-JSON reusable Figma components but no maintained implementation or independently usable release exposes the artifact path for verification
cand-promptlyux,PromptlyUX,excluded,,RECURSIVE-002,https://github.com/Dracava/PromptlyUX,source-repository,Netherlands,https://daphdesign.com/projects/promptlyux.html,2026-08-12,The released Figma companion owns onboarding context chats prompt libraries and saved prompts but public product and source evidence do not show it mutating or governing the target Figma design artifact
cand-behavr,Behavr,included,census:behavr,SAT-EN-UI-001,https://behavr.ai/,first-party,unknown,,2026-08-12,Current first-party product turns a Figma prototype into a simulated-user study with navigable flows heatmaps completion metrics screen reasoning and severity-ranked findings while explicitly preserving real-user validation as a separate authority
cand-dawn-design,Dawn,included,census:dawn-design,SAT-EN-UI-001,https://www.dawn.design/,first-party,United-Kingdom,https://www.dawn.design/,2026-08-12,Private-beta product combines company evidence real design-system components multiplayer human and agent work multi-screen decisions production React output MCP handoff and pull-request delivery inside one retained studio
cand-mydesign-md,MYDESIGN.MD,included,census:mydesign-md,SAT-EN-UI-001,https://www.mydesignmd.com/,first-party,unknown,,2026-08-12,Current service crawls a supplied website into measured DOM CSS and visual evidence then validates specialist-agent proposals before publishing a portable DESIGN.md token package audit and grounding bundle
cand-designmd,DESIGNmd,included,census:designmd,SAT-EN-UI-001,https://designmd.ai/about,first-party,unknown,,2026-08-12,Current community library validates and publishes portable DESIGN.md authorities with YAML tokens Markdown rationale linting search download exports REST and MCP rather than merely listing screenshots or style inspiration
cand-prompt-to-app,Prompt To App,included,census:prompt-to-app,SAT-EN-UI-001,https://prompttoapp.dev/,first-party,unknown,,2026-08-12,Current builder owns a prompt-to-full-stack project with live preview conversational refinement several web and mobile targets source export and one-click deployment
cand-friction,Friction,included,census:friction,SAT-EN-UI-001,https://www.frictionux.com/,first-party,unknown,,2026-08-12,Current product runs two to five simulated personas over a Figma prototype or live URL and retains task paths heatmaps dimension scores prioritized findings and a browser-local session boundary
cand-superinterface,Superinterface,included,census:superinterface,SAT-EN-UI-001,https://github.com/supercorp-ai/superinterface,source-repository,Ireland,https://github.com/supercorp-ai,2026-08-12,Pinned open-core packages implement embeddable multi-framework assistant interfaces with interactive components function calls MCP code canvas and persisted workspace assistant thread and tool records while hosted services remain a separate boundary
cand-md-design,md.design,excluded,,SAT-EN-UI-001,https://design.yadbarzel.info/,first-party,unknown,,2026-08-12,Current registry packages static installable design-system descriptions for external coding agents but exposes no AI or agent that owns creates or mutates a visual artifact inside md.design itself
cand-dzndna,dzndna,excluded,,SAT-EN-UI-001,https://dzndna.com/,first-party,unknown,,2026-08-12,Current product is a curated library of paste-ready design-language prompts whose downstream coding agent owns the resulting interface and whose own roadmap has not yet established an editable Design artifact
cand-uxcascade,UXCascade,excluded,,SAT-EN-UI-001,https://arxiv.org/abs/2601.15777,research-paper,unknown,,2026-08-12,Primary paper establishes a simulated-user usability-testing prototype but no independently maintained current product or public implementation supports artifact-level verification
cand-portal-ux-agent,Portal UX Agent,excluded,,SAT-EN-UI-001,https://arxiv.org/abs/2511.00843,research-paper,unknown,,2026-08-12,Primary paper establishes typed composition templates and a deterministic component renderer but no maintained independently usable release or source project was found
cand-zinloop,Zinloop,included,census:zinloop,SAT-EN-UI-002,https://www.zinloop.com/,first-party,unknown,,2026-08-12,Current system-design studio keeps nodes edges schemas risks snapshots and diffs on one canvas then exposes that architecture memory through MCP and exports infrastructure session and automation artifacts
cand-sio,Sio,included,census:sio,SAT-EN-UI-002,https://usesio.app/,first-party,unknown,,2026-08-12,Current application accepts a Figma prototype and study intent then generates tasks participant questionnaires collection links heatmaps and AI findings inside a retained usability-study workflow
cand-usertesting,UserTesting,included,census:usertesting,SAT-EN-UI-002,https://help.usertesting.com/hc/en-us/articles/31181514131485-Introducing-the-UserTesting-for-Figma-plugin,first-party,United-States,https://www.usertesting.com/company,2026-08-12,Current Figma surface uses AI to generate Think-Out-Loud tasks and questions then launches studies to reusable audiences and returns human feedback inside the canonical UserTesting research product
cand-pega-blueprint,Pega Blueprint,included,census:pega-blueprint,SAT-EN-UI-002,https://www.pega.com/blueprint,first-party,United-States,https://www.pega.com/about,2026-08-12,Current SaaS turns application intent into editable case types lifecycles data objects and personas with cross-channel preview collaboration PDF and blueprint export and governed import into Pega branches
cand-open-generative-ui,Open Generative UI,included,census:open-generative-ui,SAT-EN-UI-002,https://github.com/CopilotKit/OpenGenerativeUI,source-repository,unknown,,2026-08-12,Pinned source streams tool-call parameters into progressively patched sandboxed HTML SVG WebGL charts and widgets then promotes the completed artifact into an isolated executable iframe
cand-draftbit,Draftbit,included,census:draftbit,SAT-EN-UI-002,https://draftbit.com/platform/,first-party,United-States,https://draftbit.com/about/,2026-08-12,Current platform lets human and AI edits converge on real application files across canvas code history Git diffs Figma import device previews collaboration and web iOS or Android delivery
cand-statecraft,Statecraft,included,census:statecraft,SAT-EN-UI-002,https://statecraftapp.com/,first-party,Germany,https://statecraftapp.com/,2026-08-12,Current product imports a real repository maps journeys states branches and error paths with its components and tokens then returns visual or agent changes to source issues documentation and pull requests
cand-marmo-ui,Marmo UI,included,census:marmo-ui,SAT-EN-UI-003,https://github.com/mahmoudilyan/marmoui,source-repository,unknown,,2026-08-12,Pinned open component and token package plus documented private MCP contract gives agents bounded component APIs patterns and review checks while generated code remains authoritative in the consuming repository
cand-designflow,DesignFlow,included,census:designflow,SAT-EN-UI-003,https://github.com/jason301c/designflow,source-repository,unknown,,2026-08-12,Pinned Vite implementation scans real React screen modules arranges their live projections from flows.ts writes dragged positions back to that source and derives navigation arrows exports and share views
cand-figr,Figr,included,census:figr,SAT-EN-UI-003,https://figr.design/product,first-party,India,https://figr.design/,2026-08-12,Current product builds a reusable context layer from screens flows docs recordings analytics code and decisions then produces evidence-linked flows specifications tests and design-system-aware Figma-ready prototypes
cand-replay,Replay,included,census:replay,SAT-EN-UI-003,https://www.replay.build/docs,first-party,unknown,,2026-08-12,Current system turns temporal screen recordings into measured React and Tailwind components and documentation then uses visual editing AI revision SSIM quality checks and publication to maintain an executable design system
cand-zephyr-framework,Zephyr Framework,included,census:zephyr-framework,SAT-EN-UI-003,https://github.com/daltlc/zephyr-framework,source-repository,unknown,,2026-08-12,Pinned framework exposes a typed Web Component catalog A2UI adapters and MCP agent methods that describe render compose inspect and control interactive UI while core interactions remain deterministic
cand-a2ui,A2UI,included,census:a2ui,SAT-EN-UI-003,https://github.com/a2ui-project/a2ui,source-repository,unknown,,2026-08-12,Pinned project defines a transportable incrementally updatable JSON component and data-model protocol whose trusted catalogs resolve abstract agent output into framework-native renderers
cand-handle,Handle,included,census:handle,SAT-EN-UI-003,https://github.com/tonkotsu-ai/handle,source-repository,unknown,,2026-08-12,Pinned extension records selector component path notes and before-after visual values then relays that structured feedback through a live MCP session while the external coding agent remains the only durable source writer
cand-caliper,Caliper,included,census:caliper,SAT-EN-UI-004,https://www.calipr.design/,first-party,unknown,,2026-08-12,Early-access product makes rendered repository code directly editable while an agent rewrites source using selectors tokens conventions and accepted or rejected project history with branch compare and recovery controls
cand-design-mode-extension,Design Mode,included,census:design-mode-extension,SAT-EN-UI-004,https://www.designmode.app/,source-repository,unknown,,2026-08-12,Pinned browser extension tracks reversible text style and DOM edits against selectors then exposes a structured changes audit and MCP or clipboard handoff instead of pretending the mutated runtime DOM is source
cand-codecanvas-ai,CodeCanvas AI,included,census:codecanvas-ai,SAT-EN-UI-004,https://github.com/FaridDevU/CodeCanvas-AI,source-repository,unknown,,2026-08-12,Pinned local-first IDE joins canvas element identity live application frames source files AST-backed edits chat Git branches and history so direct visual changes write the same project authority the AI reads
cand-prefab,Prefab,included,census:prefab,SAT-EN-UI-004,https://github.com/PrefectHQ/prefab,source-repository,United-States,https://www.prefect.io/company,2026-08-12,Pinned Python DSL serializes component trees state definitions and actions into a versioned PrefabApp envelope rendered by a sandboxed host with MCP REST and preview transports plus constrained generative Python execution
cand-qoqo,QoQo,included,census:qoqo,RECURSIVE-003,https://qoqo.ai/index.html,first-party,multi-region,https://qoqo.ai/index.html,2026-08-12,Current Figma companion turns a brief into personas journeys information architecture research prompts and editable sticky-note material while explicitly preserving human research as the evidentiary authority
cand-huekit,Huekit,excluded,,RECURSIVE-003,https://huekit.io/,first-party,unknown,,2026-08-12,Current Figma design-system utility generates scales tokens variables documentation repairs and exports through deterministic controls but reviewed first-party evidence does not establish model or agent participation
cand-bux,BUX,included,census:bux,RECURSIVE-003,https://www.figma.com/community/plugin/1624498270884601172/bux-better-ux-writing-translation,first-party,unknown,,2026-08-12,Approved Figma plugin applies AI rewrite translation placeholder expansion shortening grammar and CTA operations directly to selected native text with one-click undo
cand-dreamui,DreamUI,included,census:dreamui,RECURSIVE-003,https://forum.figma.com/showcase-your-work-14/dreamui-figma-plugin-by-noor-maqsood-56341,first-party,unknown,,2026-08-12,Current creator-documented plugin generates and restores editable Figma screens flows variants tokens and UI kits while chat editing selected layers and reconstructing screenshots or HTML
cand-prompt-to-design,Prompt.to.design,included,census:prompt-to-design,RECURSIVE-003,https://docs.superun.ai/prompt-to-design/guide/welcome,first-party,unknown,,2026-08-12,Official plugin documentation establishes prompt style-transfer region-fill redesign history refinement prototype and import paths that materialize editable Figma frames Auto Layout text and components
cand-superun,Superun,included,census:superun,RECURSIVE-003,https://docs.superun.ai/superun/introduction/getting-started,first-party,unknown,,2026-08-12,Current platform turns an idea into four design branches a directly editable full-page preview generated UI data and backend logic and a published monitored application
cand-oneui,1UI,included,census:oneui,RECURSIVE-003,https://www.1ui.dev/,first-party,unknown,,2026-08-12,Current hosted and Figma surfaces turn prompts or screenshots into editable visual output clean HTML SVG and Figma layers with saved designs sharing and downstream code handoff
cand-flaude,Flaude,included,census:flaude,RECURSIVE-003,https://github.com/Ana-creates/flaude,source-repository,unknown,,2026-08-12,Pinned Figma plugin source implements bidirectional MCP command routing schema-to-node application editable screen insertion inspection critique and source-visible drift reporting rather than image-only generation
cand-worried-presenter,Worried Presenter,included,census:worried-presenter,RECURSIVE-003,https://forum.figma.com/ask-the-community-7/what-do-you-think-of-our-new-plugin-worried-presenter-55383,first-party,unknown,,2026-08-12,Current Figma plugin binds imported design frames to recorded delivery then generates feedback and a story-driven script that can be edited rehearsed voiced and exported back into the file
cand-design-system-docs-generator,Design System Docs Generator,included,census:design-system-docs-generator,RECURSIVE-003,https://www.figma.com/community/plugin/1641615767346305619/design-system-docs-generator,first-party,unknown,,2026-08-12,Current plugin reads a selected component description properties variants and styles then writes an editable first draft of usage guidance into the Figma canvas for human correction
cand-ai-ux-writer,AI UX Writer,included,census:ai-ux-writer,RECURSIVE-003,https://www.figma.com/community/plugin/1636752735091846870,first-party,unknown,,2026-08-12,Creator-authored launch evidence and a stable plugin ID establish a current AI-agent-assisted Figma writing surface for clearer and more consistent product copy inside the design workflow
cand-spark-kit,Spark Kit,excluded,,RECURSIVE-003,https://lightit.io/blog/we-built-a-figma-plugin-because-ai-design-tools-werent-built-for-design-systems/,first-party,unknown,,2026-08-12,Light-it documents a capable internal Claude and MCP Figma bridge but also says Community publication was rejected and the tool remains an unreleased internal prototype rather than an independently usable project
cand-ux-contenthub,UX ContentHub,excluded,,RECURSIVE-003,https://www.ux-contenthub.com/,first-party,unknown,,2026-08-12,Current plugin provides Figma-variable content management translation slots smart naming and automatic QA but reviewed first-party material does not establish model or agent participation
cand-buzzy,Buzzy,included,census:buzzy,RECURSIVE-003,https://www.buzzy.buzz/figma/,first-party,unknown,,2026-08-12,Current Figma-to-app platform uses AI AutoMarkup to derive application structure database and CMS from designs then lets users test with real data and republish Figma changes into the live application
cand-rocketpen,RocketPen,included,census:rocketpen,SAT-EN-UI-005,https://rocketpen.art/,first-party,unknown,,2026-08-12,Current Figma plugin turns prompts screenshots websites data and a selector capture file into editable native layers Auto Layout components charts tables variables and styles with in-place model edits
cand-aesthetron,Aesthetron AI,included,census:aesthetron,SAT-EN-UI-005,https://aesthetron.com/,first-party,unknown,,2026-08-12,Current Figma plugin streams native nodes supports selected-node patching style memory token binding complete component variants and React Tailwind export with model and BYOK choice
cand-dora-ai,Dora AI,included,census:dora-ai,SAT-EN-UI-005,https://help.dora.run/en/articles/9669498-dora-ai-figma-plugin,first-party,unknown,,2026-08-12,Official workflow generates four candidates from a prompt materializes the chosen desktop and mobile design as editable Figma artifacts and couples credits and optional website publication to a Dora project
cand-ainaming,AINaming,included,census:ainaming,SAT-EN-UI-005,https://github.com/donghuc/FigmaAI-Auto-Layer-Naming,source-repository,unknown,,2026-08-12,Pinned plugin scans Figma text nodes applies deterministic dictionary and validation rules uses model classification and suffix suggestions then requires designer confirmation before mutating native layer names
cand-heuristic-ai,Heuristic AI,included,census:heuristic-ai,SAT-EN-UI-005,https://github.com/donghuc/heuristic-ai,source-repository,unknown,,2026-08-12,Pinned plugin combines deterministic geometry accessibility and state checks with structured node and optional screenshot model review then maps merged issues back to selectable Figma nodes and Markdown export
cand-candor,Candor,included,census:candor,SAT-EN-UI-005,https://www.figma.com/community/plugin/1628422272500301906/candor,first-party,unknown,,2026-08-12,Current plugin sends a selected design through six deliberately different synthetic critic personas and returns conflicting or synthesized first-pass feedback without claiming to mutate the design or replace real testing
cand-exportflow,ExportFlow,included,census:exportflow,SAT-EN-UI-005,https://www.figma.com/community/plugin/1657432195632964294/figma-to-webflow-exportflow,first-party,unknown,,2026-08-12,Current Figma plugin delivers selected assets into Webflow projects and folders while AI generates filenames alt text and SEO descriptions as part of the editable design-to-site handoff
cand-athena-figma,Athena Figma plugin,excluded,,SAT-EN-UI-005,https://www.ischool.berkeley.edu/system/files/resume/tiffany_liu_resume_ds_1.pdf,secondary-discovery,unknown,,2026-08-12,A resume mentions an internal Coinbase generative Figma plugin but no independently usable release stable product surface or first-party product contract was found
cand-design-audit-lens,Design Audit Lens,included,census:design-audit-lens,SAT-EN-FIGMA-002,https://forum.figma.com/showcase-your-work-14/audit-your-designs-with-senior-level-precision-in-minutes-55364,first-party,unknown,,2026-08-12,Creator evidence establishes a released Figma plugin that analyzes selected research and interface artifacts with AI against named UX accessibility cognitive-load and interaction criteria and returns actionable recommendations
cand-glide-design,Glide Design AI,included,census:glide-design,SAT-EN-FIGMA-002,https://www.glidedesign.ai/,first-party,United-States,https://www.linkedin.com/in/brian-permut-519566182,2026-08-12,The live founder-built workspace turns one brief into strategy responsive high-fidelity screens copy critique and implementation handoff with section-scoped refinement
cand-figma-variables-generator,Figma Variables Generator Ecosystem,included,census:figma-variables-generator,SAT-EN-FIGMA-002,https://github.com/Shanmus4/figma-variables-tokens-generator,source-repository,unknown,,2026-08-12,Pinned source establishes a staged AI interview and deterministic token-package generator coupled to a native Figma variables importer with ordered alias synchronization export and recovery
cand-fluvara,Fluvara,included,census:fluvara,SAT-EN-FIGMA-002,https://fluvara.ai/,first-party,unknown,,2026-08-12,The current Figma plugin turns a prompt into editable native frames auto-layout components names spacing and design tokens inside the user's existing file
cand-svgenius-figma,SVGenius for Figma,included,census:svgenius-figma,SAT-EN-FIGMA-002,https://forum.figma.com/showcase-your-work-14/svgenius-ai-svg-illustration-generator-for-figma-51177,first-party,unknown,,2026-08-12,The released plugin generates SVG illustrations from prompts styles references and palettes then inserts selected or batched vectors into Figma with generation history and export
cand-design-system-sync,Design System Sync,included,census:design-system-sync,SAT-EN-FIGMA-002,https://forum.figma.com/share-your-feedback-26/export-figma-variables-directly-to-github-as-pull-requests-53332,first-party,United-Kingdom,https://alexanderburgos.netlify.app/,2026-08-12,The Figma plugin extracts variables and tokens into W3C JSON Style Dictionary or CSS and opens reviewable GitHub or Bitbucket pull requests with visual change review and optional AI code generation
cand-atomic-component-generator,Atomic Component Generator,included,census:atomic-component-generator,SAT-EN-FIGMA-002,https://alexanderburgos.netlify.app/,first-party,United-Kingdom,https://alexanderburgos.netlify.app/,2026-08-12,The creator's current beta surface independently identifies an AI Figma plugin that turns a description into professional consistent editable UI components
cand-figml,FigML,included,census:figml,SAT-EN-FIGMA-002,https://figml.pro/,first-party,unknown,,2026-08-12,The plugin preserves selected Figma hierarchy and styling in concise XML explicitly designed for a user to send to ChatGPT or Claude for framework-specific code generation
cand-taploop-studio,Taploop Studio,included,census:taploop-studio,SAT-EN-FIGMA-002,https://taploop.design/,first-party,unknown,,2026-08-12,The live creative workspace turns prompts templates or images into campaign drafts that remain editable and can be resized shared previewed and exported
cand-syncpoint,SyncPoint,included,census:syncpoint,SAT-EN-FIGMA-002,https://getsyncpoint.app/,first-party,unknown,,2026-08-12,The beta product exposes a branch-aware local sync layer for design-system context skills routines workflows and Figma connections across multiple AI tools
cand-throughline,ThroughLine,included,census:throughline,SAT-EN-FIGMA-002,https://github.com/jrpease/throughline,source-repository,unknown,,2026-08-12,Pinned source establishes an installable agent skill system that authors and audits Figma design systems then materializes tokens components documentation Storybook and reviewable Git changes
cand-super-paste,Super Paste,excluded,,SAT-EN-FIGMA-002,https://forum.figma.com/showcase-your-work-14/super-paste-generate-copy-paste-text-images-plugin-55733,first-party,unknown,,2026-08-12,The reviewed creator contract describes deterministic text and image population but does not establish AI model or agent participation in the design loop
cand-synapse,Synapse,excluded,,SAT-EN-FIGMA-002,https://forum.figma.com/showcase-your-work-14/making-design-tokens-easier-to-understand-55387,first-party,unknown,,2026-08-12,The native token graph editor and auditor is independently useful but the reviewed creator evidence establishes deterministic analysis and staged alias rewiring rather than an AI or agent loop
cand-systemic-auditor,Systemic Auditor,excluded,,SAT-EN-FIGMA-002,https://forum.figma.com/showcase-your-work-14/plugin-systemic-auditor-one-click-design-debt-cleanup-7-day-pro-pass-50766,first-party,unknown,,2026-08-12,The plugin scans repairs and relinks design-system debt but its creator contract does not establish any AI model or agent as part of the workflow
cand-waysorted,Waysorted,excluded,,SAT-EN-FIGMA-002,https://forum.figma.com/showcase-your-work-14/,first-party,unknown,,2026-08-12,The reviewed plugin-suite post covers checks imports exports units and comment utilities but provides no evidence of AI or agent participation in a Design-specific artifact loop
cand-izaias-design-system-prototype,Unnamed Izaias design-system generator prototype,excluded,,SAT-EN-FIGMA-002,https://forum.figma.com/showcase-your-work-14/i-got-tired-of-rebuilding-design-systems-so-i-made-a-figma-plugin-generate-them-50180,first-party,unknown,,2026-08-12,The creator demonstrates a personal native component and variant generator but supplies neither a stable independent product identity nor an AI or agent mechanism
cand-tokenignite,TokenIgnite,included,census:tokenignite,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/tokenignite-live-stream-figma-variables-straight-into-your-dev-runtime-no-build-steps-56622,package-registry,Germany,https://tokenignite.live/imprint,2026-08-12,The released Figma plugin and npm runtime stream governed variables into local or closed staging applications for human and agent correction before an explicit CSS export
cand-seo-image-renamer-figma,SEO Image Renamer,included,census:seo-image-renamer-figma,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/new-plugin-seo-image-renamer-rename-exported-images-based-on-what-s-actually-in-the-picture-55874,first-party,unknown,,2026-08-12,The released plugin sends selected image pixels to a user-chosen vision model and writes the approved semantic result into Figma layer names that govern exported filenames
cand-jmpy-me,JMPY.me,included,census:jmpy-me,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/introducing-jmpy-me-your-all-in-one-link-qr-management-plugin-for-figma-55956,source-repository,United-Kingdom,https://jmpy.me/about-us,2026-08-12,The Figma plugin creates managed links and dynamic QR artifacts on the native canvas while the same product exposes official agent interfaces for creating updating and measuring those governed assets
cand-typecraft,TypeCraft,included,census:typecraft,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/typecraft-ai-creative-typography-title-poster-generator-for-figma-53208,first-party,unknown,,2026-08-12,The released Figma plugin turns text and optional reference images into multiple model-generated typography directions for selection and continued design work
cand-mkitflow,MKitFlow,included,census:mkitflow,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/mkitflow-securely-connect-figma-to-n8n-automation-platforms-custom-rest-apis-54360,first-party,unknown,,2026-08-12,The released bridge exports selected node structure and pixels to user-controlled agent workflows and accepts commands that can mutate the active Figma graph; a creator demo closes the loop with AI analysis
cand-ruty-architect,Ruty Architect,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/invitation-for-collaborarition-56740,first-party,unknown,,2026-08-12,The reviewed post is a collaboration invitation and product vision without a released product artifact or independently testable ordinary-user loop
cand-page2figma,Page2Figma,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/turn-any-website-to-editable-figma-design-without-any-plugin-for-free-56665,first-party,unknown,,2026-08-12,The URL-to-editable-Figma converter is a deterministic import workflow and its product and creator pages provide no evidence of model or agent participation
cand-perceivable,Perceivable,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/looking-for-testers-perceivable-a-figma-accessibility-plugin-56259,first-party,unknown,,2026-08-12,The local WCAG checker and one-click rule fixes are useful deterministic accessibility automation but the creator establishes no model or agent loop
cand-unnamed-auto-wirer,Unnamed text-prompt prototype auto-wirer,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/i-built-a-plugin-that-auto-wires-your-prototype-from-a-text-prompt-feedback-welcome-55800,first-party,unknown,,2026-08-12,The prototype demonstrates prompt-directed frame wiring but supplies no stable product name release surface or independently resolvable identity
cand-image-trace-vectorizer,Image Trace Vectorizer,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/high-quality-3d-icons-images-as-editable-svgs-in-figma-55083,first-party,unknown,,2026-08-12,The creator describes generation and vector tracing into editable SVG but does not establish any AI model or agent mechanism behind those operations
cand-design-system-generator-janvi,Design System Generator by Janvi Guliyan,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/built-a-tool-that-generates-a-full-design-system-and-exports-it-to-figma-in-one-click-looking-for-feedback-before-a-revamp-54437,first-party,unknown,,2026-08-12,The image-or-color-to-palette script creates variables styles and button variants through deterministic rules without evidenced model or agent participation
cand-variate,Variate,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/i-built-a-large-scale-text-replacement-engine-plugin-inside-of-figma-54433,first-party,unknown,,2026-08-12,The creator explicitly distinguishes the mapped bulk text replacement engine from AI and documents deterministic frame duplication and substitution
cand-tokenforge,TokenForge,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/token-generation-plugin-47058,first-party,unknown,,2026-08-12,The variable analyzer and multi-format token exporter preserves aliases and modes through deterministic transformation without an AI or agent mechanism
cand-handoff-css-tokens,Handoff CSS token exporter,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/handoff-easy-way-to-export-css-tokens-for-components-32251,first-party,unknown,,2026-08-12,The component token export and documentation workflow is deterministic and the reviewed creator evidence contains no AI or agent participation
cand-codify-figma-to-code,Codify Figma to Code,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/codify-figma-to-code-a-brand-new-code-generation-plugin-7613,first-party,unknown,,2026-08-12,The reviewed Figma-to-code mapping contract does not establish an AI model or agent as part of the conversion or correction loop
cand-bbui,BBUI,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/bbui-a-figma-ui-library-built-by-designers-for-designers-54457,first-party,unknown,,2026-08-12,The static component and variable library is designed to be legible to downstream AI agents but does not itself operate or govern a Design artifact through an agent loop
cand-specbridge,SpecBridge,excluded,,SAT-EN-FIGMA-003,https://forum.figma.com/showcase-your-work-14/specbridge-a-figma-handoff-blueprint-plugin-looking-for-feedback-54218,first-party,unknown,,2026-08-12,The creator states that the native annotation and handoff Blueprint core works without API keys or AI and provides no evidenced agent-specific mutation path
cand-figpilot-ai,FigPilot.ai,included,census:figpilot-ai,SAT-EN-FIGMA-004,https://forum.figma.com/showcase-your-work-14/introducing-my-figma-plugin-figpilot-ai-chatgpt-and-dall-e-3-in-figma-17092,first-party,unknown,,2026-08-12,The released BYOK assistant converts chat into images or copy and explicitly inserts accepted outputs into Figma FigmaJam or Dev Mode canvases
cand-picwise-ai,PicWise.ai,included,census:picwise-ai,SAT-EN-FIGMA-004,https://forum.figma.com/showcase-your-work-14/introducing-a-powerful-image-editing-plugin-18579,first-party,unknown,,2026-08-12,The independently released Figma plugin combines model-generated imagery with background removal upscaling and conversion into native vector layers
cand-calino,Calino,included,census:calino,SAT-EN-FIGMA-004,https://forum.figma.com/showcase-your-work-14/introducin-calino-ai-image-generator-create-stunning-images-without-leaving-figma-42988,first-party,unknown,,2026-08-12,The current official workflow generates one to nine model candidates and places selected or regenerated outputs into chosen Figma frames with separate managed history
cand-sparkui,SparkUI,included,census:sparkui,SAT-EN-FIGMA-004,https://forum.figma.com/showcase-your-work-14/new-plugin-lauched-welcome-to-sparkui-37884,first-party,unknown,,2026-08-12,The released plugin uses AI to translate a selected Figma frame into production-oriented code while retaining the native frame as its input authority
cand-zeno-figma,Zeno,excluded,,SAT-EN-FIGMA-004,https://forum.figma.com/showcase-your-work-14/i-built-a-plugin-that-adapts-desktop-layouts-to-mobile-in-one-click-would-love-your-honest-feedback-55671,first-party,unknown,,2026-08-12,The released responsive adaptation cleanup and handoff checker is described as deterministic plugin automation and supplies no AI model or agent mechanism
