wave_id,candidate_id,selection_stratum,selection_reason,outcome,reviewed_on,decisive_evidence
VERIFY-040,cand-cad-agent,containerized-cad-feedback,Tests a complete modeling sight and production boundary,included,2026-08-12,Pinned CAD engine VTK renderer blueprint dimensioner MCP server and export endpoints share one container authority
VERIFY-040,cand-3dcodebench,executable-3d-evaluation,Tests visual quality together with runnable source and geometry,included,2026-08-12,Pinned Blender runner render path shape metrics image metrics taxonomy and agent adapters evaluate executable scripts
VERIFY-040,cand-cadgenbench,kernel-grounded-cad-evaluation,Tests engineering validity topology shape and interfaces beyond screenshots,included,2026-08-12,Pinned baseline agent artifact packager CAD validity and evaluation modules operate on real solids
VERIFY-040,cand-cadsmith,agentic-cad-production,Tests whether generated geometry is executed rendered and validated,included,2026-08-12,Pinned retrieval agent pipeline executor renderer validator and benchmark scripts form one closed engineering loop
VERIFY-040,cand-claude-code-workflows,responsive-runtime-review,Tests real interaction and visual evidence across target viewports,included,2026-08-12,Pinned Playwright design-review agent captures desktop tablet and mobile behavior against repository principles
VERIFY-040,cand-jezweb-claude-skills,persistent-design-delivery-loop,Tests whether design decisions and visual acceptance survive multiagent work,included,2026-08-12,Pinned design files baton screenshot command review and hard-gated UX evidence manifest control progression
VERIFY-040,cand-arc-kit,architecture-artifact-governance,Tests product identity and linked diagram review lifecycle,included,2026-08-12,Compatibility entry resolves to current ArcKit source with numbered artifacts diagram commands stale hooks and Git authority
VERIFY-040,cand-optiaxiom,agent-native-design-system,Tests component identity across model context JSON UI code and Figma,included,2026-08-12,Pinned MCP metadata tokens Proteus schema renderer visual designer and Code Connect share governed Axiom components
VERIFY-040,cand-github-copilot-agent-skills,packaged-live-diagram-workflow,Tests whether installation includes both skill contract and execution dependency,included,2026-08-12,Pinned APM manifests wire Draw.io and Excalidraw MCPs to detailed authoring skills and editable exports
VERIFY-040,cand-poco,published-artifact-collaboration,Tests persistence permissions preview and reuse beyond one agent reply,included,2026-08-12,Pinned model APIs runtime tools and UI create a channel artifact tree without exposing private filesystems
VERIFY-040,cand-simonkurtz-drawio-mcp-server,direct-xml-transaction-model,Tests independent product identity and coherent multioperation generation,included,2026-08-12,GitHub identifies a nonfork repository and pinned model tools icons layers and transaction design own a distinct XML path
VERIFY-040,cand-mcpyats,network-evidence-to-visual-artifact,Tests whether live operational facts become a reusable editable topology,included,2026-08-12,Pinned pyATS service Draw.io server event bridge and sample XML connect network evidence to diagram delivery
VERIFY-040,cand-heroui,design-system-agent-surface,Tests whether agents access current governed component and theme authority,included,2026-08-12,Pinned official component skills plus extraction MCP expose docs source styles themes and migrations from HeroUI
VERIFY-040,cand-blade,cross-boundary-system-governance,Tests component identity from Figma through agent code and handoff,included,2026-08-12,Pinned Blade MCP Figma-to-code coverage plugin token workflow and handoff widget establish measurable governance
VERIFY-040,cand-figma-mcp-server,official-external-native-control,Tests the external server separately from the built-in Design Agent,included,2026-08-12,Official pinned skills cover new files native node writes libraries variables FigJam Slides design-to-code and Code Connect
VERIFY-040,cand-reicon,governed-icon-materialization,Tests canonical asset identity across preview design host and code targets,included,2026-08-12,Pinned catalog search view apply codegen Figma and framework packages resolve the same icons
VERIFY-040,cand-tempad-dev,budgeted-figma-semantic-bridge,Tests exact structure visual evidence assets and context limits,included,2026-08-12,Pinned semantic tree normalization screenshot token resolver asset exporter budget preflight and sandbox permissions ground code generation
VERIFY-040,cand-archondev,documented-design-governance,Tests product behavior while respecting the packaged-source evidence ceiling,included,2026-08-12,Public README VSIX truth layer and commands establish DESIGN.md visual QA review checkpoints and ship gates but not internal source
VERIFY-040,cand-claude-terminal,source-attached-rich-preview,Tests whether visual artifacts remain recoverable through workspace state,included,2026-08-12,Pinned preview protocol rich renderer webapp tools checkpointing worktrees and Git UI preserve source authority
VERIFY-040,cand-mcp-rubber-duck,generic-deliberation-boundary,Tests vision and MCP Apps without a Design artifact,excluded,2026-08-12,Source implements multi-model consultation but no independent visual creation correction or persistence loop
VERIFY-040,cand-super-agent-party,generic-desktop-agent-boundary,Tests companion UI against Design-specific inclusion,excluded,2026-08-12,Desktop agent orchestration and automation do not own a visual Design artifact
VERIFY-040,cand-physics-notebook,external-link-boundary,Tests whether AI buttons implement the product workflow,excluded,2026-08-12,Reviewed application delegates AI actions outward and provides no independent governed Design artifact
VERIFY-040,cand-harness-terminal,agent-monitor-boundary,Tests whether visual process monitoring is Design work,excluded,2026-08-12,Terminal monitoring and themes visualize agent execution rather than a Design artifact or correction target
VERIFY-040,cand-qwen3-coder,model-versus-product,Tests a foundation coding model against product inclusion,excluded,2026-08-12,Repository publishes a general model and code-agent guidance without a separate Design workspace
VERIFY-040,cand-modern-web-guidance,guidance-versus-runtime,Tests reference rules against an implemented visual evidence loop,excluded,2026-08-12,Guidance can inform other agents but owns no artifact runtime or persistence mechanism
VERIFY-040,cand-interactive-resume-template,artifact-versus-authoring-product,Tests a completed visual application against tool inclusion,excluded,2026-08-12,Repository is a template output rather than a reusable agentic Design workflow
VERIFY-040,cand-endless-memory-gym,benchmark-domain-boundary,Tests whether a general memory benchmark measures Design,excluded,2026-08-12,Tasks concern agent memory and do not create review or verify a Design artifact
VERIFY-040,cand-trina-grid,implementation-evidence-boundary,Tests ambiguous search ranking at source,excluded,2026-08-12,Reviewed source does not establish an independent AI-native Design loop
VERIFY-040,cand-front-end-checklist,static-checklist-boundary,Tests checklist knowledge against runtime inclusion,excluded,2026-08-12,Static checklist has no agent execution visual evidence or owned artifact
VERIFY-040,cand-awesome-gui-agents,curated-list-boundary,Tests a research collection against product identity,excluded,2026-08-12,Repository catalogs external GUI agents and does not implement one Design product
VERIFY-040,cand-piebald-system-prompts,prompt-archive-boundary,Tests extracted prompts against an independently operable product,excluded,2026-08-12,Archive contains prompts but no owned artifact authority or ordinary-user Design loop
VERIFY-040,cand-multi-agent-shogun,generic-orchestration-boundary,Tests multiagent packaging against domain-specific work,excluded,2026-08-12,Orchestration system does not expose a Design-specific artifact or visual correction path
VERIFY-040,cand-claude-octopus,generic-orchestration-boundary,Tests a Claude manager against independent Design inclusion,excluded,2026-08-12,Source coordinates general agent tasks without an evidenced Design surface
VERIFY-040,cand-novatech-demo,course-demo-boundary,Tests educational sample against independent product identity,excluded,2026-08-12,Repository is a course demonstration and lacks a maintained Design artifact contract
VERIFY-040,cand-laravel-claude-code-setup,integration-reference-boundary,Tests referenced external design tools against owned capability,excluded,2026-08-12,Setup files mention Figma integration but implement no independent visual Design authority
VERIFY-040,cand-wilwaldon-frontend-design-toolkit,curated-toolkit-boundary,Tests prompts and links against implemented artifact control,excluded,2026-08-12,Reviewed toolkit assembles external advice and tools without an independently owned Design runtime
VERIFY-041,cand-konnect,successor-architecture-identity,Tests whether successor status is a rename or an independent implementation,included,2026-08-12,Pinned Rust router schematic editor native KiCad IPC CLI verification and viewer materially differ while remaining separately installable
VERIFY-041,cand-scientific-illustrator,current-integrated-product,Tests the canonical endpoint for the older Draw.io-only repository,included,2026-08-12,Maintainer declaration and pinned PowerPoint WPS Draw.io bridges and skills establish the current product
VERIFY-041,cand-anthropic-agent-skills,official-upstream-product,Tests the canonical identity behind a third-party Office skill copy,included,2026-08-12,Pinned Anthropic repository states that its document skills power Claude and includes format validators renderers and creative workflows
VERIFY-041,cand-yank-note-extension,component-versus-product,Tests whether the extension owns a separate artifact authority,duplicate,2026-08-12,Official extension is loaded by Yank Note and inserts outputs into the same current editor document
VERIFY-041,cand-arckit-claude,current-source-versus-compatibility-entry,Tests two repositories for one product lineage,duplicate,2026-08-12,Current repository and compatibility repository use one ArcKit name commands artifacts and release path
VERIFY-041,cand-heroui-mcp,component-versus-design-system,Tests whether official MCP extraction creates another product,duplicate,2026-08-12,MCP tools expose HeroUI component and theme authority and the main product documents them as its UI-for-agents surface
VERIFY-042,cand-higgsfield-skills,approval-aware-brand-system,Tests whether a skill collection owns durable Design decisions,included,2026-08-12,Pinned state helper stores approved brand foundations and dependency-aware editable deliveries
VERIFY-042,cand-crafter,scientific-figure-reconstruction,Tests candidate generation against editable artifact authority,included,2026-08-12,Pinned schemas pipeline and judge reconstruct raster figures into coordinate-faithful SVG
VERIFY-042,cand-agent-vision-toolkit,visual-agent-infrastructure,Tests generic vision tools against repeatable Design correction,included,2026-08-12,UI graphic and structure restoration workflows connect pixel evidence to editable repository artifacts
VERIFY-042,cand-skillstead,portable-svg-authoring,Tests a mixed skill collection through its qualifying visual surface,included,2026-08-12,svg-infographic owns structured SVG lint exact-scale browser rendering and multilingual checks
VERIFY-042,cand-sci-figure,publication-figure-authoring,Tests a compact skill against source and render authority,included,2026-08-12,Plot source and data remain authoritative across editable vector and raster QA exports
VERIFY-042,cand-paper-framework-figure-studio-pro,human-candidate-selection,Tests prompt packages against a real Design decision loop,included,2026-08-12,Audited S0 to S5 contracts preserve two candidate rounds and stop before human finalization
VERIFY-042,cand-premium-vector-icon-designer,icon-system-authoring,Tests instruction source against an editable artifact contract,included,2026-08-12,Grid rules repair gates and clean bitmap-free SVG establish the ordinary-user icon loop
VERIFY-042,cand-layer-first-raster-to-svg,raster-structure-reconstruction,Tests tracing against semantic editable reconstruction,included,2026-08-12,Geometry OCR and primitive tracks fuse into reviewed editable SVG instead of opaque contours
VERIFY-042,cand-powerpoint-business,svg-native-deck,Tests PPT delivery against its working source,included,2026-08-12,Semantic versioned slide SVG and manifest drive validation preview and PPTX export
VERIFY-042,cand-shad-expo-studio,agent-visual-regression,Tests a component starter against a distinct verification product,included,2026-08-12,Deterministic examples generate stories and locked baselines from the same React Native source
VERIFY-042,cand-threejs-game-skills,game-product-delivery,Tests visual generation through playable release evidence,included,2026-08-12,Source scaffold seeded hooks screenshots bot playtests and release checks close the game loop
VERIFY-042,cand-arinspunk-claude-talk-to-figma,figma-derivative-identity,Tests upstream credit against independent implementation,included,2026-08-12,Maintained tools queue relay and plugin mutate native Figma nodes as a separate derivative
VERIFY-042,cand-qt-agent-skills,figma-to-qml-system,Tests official skills as one transformation chain,included,2026-08-12,Tokens and component metadata materialize as QML controls then enter deterministic QML review
VERIFY-042,cand-extract-design-system,website-token-extraction,Tests screenshot mimicry against governed token output,included,2026-08-12,Normalized capture audit token matcher and JSON CSS writers create reviewable local authority
VERIFY-042,cand-multi-agent-cad,typed-cad-handoffs,Tests token-efficiency claims against engineering artifacts,included,2026-08-12,Brief plan executable build123d source kernel output and QA remain separately inspectable
VERIFY-042,cand-forma-ai-service,render-feedback-cad,Tests visual approval against parametric source authority,included,2026-08-12,Control flow cycles specification executable CAD render and Designer feedback
VERIFY-042,cand-cicada,codecad-visual-repair,Tests snapshots against editable engineering intent,included,2026-08-12,Code generation kernel execution multi-view evidence and visual feedback revise the same model source
VERIFY-042,cand-millwright,native-solidworks-control,Tests macro generation against direct host mutation,included,2026-08-12,Structured native tools COM adaptation screenshots confirmation and backup operate SolidWorks authority
VERIFY-042,cand-spark-to-paper-skills,editable-scientific-figure-pipeline,Tests generated imagery against fact-grounded editability,included,2026-08-12,Native SVG redraw and deterministic audit preserve honest hybrid and raster fallbacks
VERIFY-042,cand-nature-skills,journal-figure-system,Tests style guidance against an operated artifact,included,2026-08-12,Plotting source output contracts editable SVG and rendered QA establish a visual production loop
VERIFY-042,cand-circuit-weaver,ai-assisted-eda,Tests programmatic generation against native EDA validation,included,2026-08-12,Design IR dispatcher KiCad artifacts and evidence-tiered validation support patch resume and export
VERIFY-042,cand-nano-scientist,adjacent-research-agent-boundary,Tests optional visual skills against product identity,excluded,2026-08-12,Core user journey is autonomous research reporting and does not expose an independent Design surface
VERIFY-042,cand-playwright-skill,generic-browser-boundary,Tests screenshots and automation against Design authority,excluded,2026-08-12,General Playwright programs own browser automation rather than a Design-specific artifact
VERIFY-042,cand-claude-command-suite,generic-command-boundary,Tests frontend mentions against implemented visual work,excluded,2026-08-12,Command collection has no distinct Design runtime or artifact authority
VERIFY-042,cand-gravity-uikit,traditional-design-system-boundary,Tests visual regression against an AI-native surface,excluded,2026-08-12,Component library remains a traditional design system without evidenced agent participation
VERIFY-042,cand-medplum,domain-platform-boundary,Tests a UI library mention against Design product identity,excluded,2026-08-12,Healthcare platform exposes application infrastructure rather than an agentic Design loop
VERIFY-042,cand-memoh,general-agent-platform-boundary,Tests computer use against a named Design surface,excluded,2026-08-12,Generic desktop and browser authority is not independently Design-specific
VERIFY-043,cand-image-to-svg,measured-vector-reconstruction,Tests raster similarity against real vector authority,included,2026-08-12,Audit and render-diff loop produces bitmap-free editable SVG
VERIFY-043,cand-figedit,hybrid-document-reconstruction,Tests visual fidelity against semantic editability,included,2026-08-12,Manifest separates native text formulas vectors and explicit raster exceptions across SVG and PPTX
VERIFY-043,cand-image-to-shape-safe-svg,office-safe-svg,Tests generic SVG against downstream shape conversion,included,2026-08-12,Hard validator and restricted primitives establish a maintained explicit SVG product
VERIFY-043,cand-figma-editable-dashboard-skill,browser-to-native-figma,Tests SVG preparation against host-native authority,included,2026-08-12,Skill operates an authorized Figma file and documents when native properties require host API mutation
VERIFY-043,cand-nature-figure-studio,origin-scientific-workspace,Tests AI recommendations against editable plotting projects,included,2026-08-12,Structured JSON applies to data-driven figures and Windows automation preserves OPJU source
VERIFY-043,cand-scifig,open-skill-hosted-canvas,Tests flat draft generation against the full product boundary,included,2026-08-12,First-party skill distinguishes its PNG output from hosted layered SVG PPTX and multi-round editing
VERIFY-043,cand-subcortex-visualization-skill,domain-vector-visualization,Tests generic charting against scientific identity constraints,included,2026-08-12,Backend atlas region data and provenance are validated before editable vector export
VERIFY-043,cand-svg-icon-skills,paired-icon-pipeline,Tests image generation against final vector authority,included,2026-08-12,Approved raster candidates are reconstructed and structurally audited as editable SVG
VERIFY-043,cand-svg-factory,deterministic-svg-source,Tests an agent wrapper against operated visual source,included,2026-08-12,JSON or direct SVG definitions drive validation rendering critique and revision
VERIFY-043,cand-svg-creation-skill,raster-to-vector-generation,Tests tracing against editable delivery,included,2026-08-12,Explicit generation removal tracing and preview stages produce vector paths with a stated semantic ceiling
VERIFY-043,cand-ian-nuttall-skills,collection-visual-surface,Tests one qualifying skill without multiplying collection folders,included,2026-08-12,png2svg measures geometric logos and delivers compact rendered editable vectors
VERIFY-043,cand-proofshot,human-proof-workspace,Tests browser automation against independent review artifacts,included,2026-08-12,Synchronized video screenshots actions errors viewer diff and PR bundle form a reusable verification product
VERIFY-043,cand-game-creator,browser-game-delivery,Tests asset generation through playable release,included,2026-08-12,Source assets QA agents Playwright baselines and deployment stay in one game project loop
VERIFY-043,cand-work-with-design-systems,figma-governance-lifecycle,Tests audit against native build and code sync,included,2026-08-12,Read-only and mutation modes are user-gated and optional code materialization remains explicit
VERIFY-043,cand-design-system-extraction,mixed-evidence-governance,Tests screenshots against source-aware system claims,included,2026-08-12,Input routing limits hidden-state claims and produces reviewable specification and handoff artifacts
VERIFY-043,cand-design-system-builder,structured-system-authoring,Tests style guidance against coordinated deliverables,included,2026-08-12,Tokens specification preview and agent instructions create one inspectable local system
VERIFY-043,cand-d2c,current-figma-code-lineage,Tests repository grounding and runtime correction,included,2026-08-12,Current project materializes Figma and token context into source then iterates through rendered comparison
VERIFY-043,cand-figma-to-design-codestate,old-versus-current-repository,Tests similar readmes against authorship and history,duplicate,2026-08-12,Same author moved the workflow to d2c-ai and continued feature development there
VERIFY-043,cand-claude-figma-kit,brief-to-native-system,Tests generated specs against real Figma objects,included,2026-08-12,Reviewed brief gates variable component and page construction through Figma MCP
VERIFY-043,cand-ui-from-references,reference-to-code-authority,Tests Figma-free Design against durable constraints,included,2026-08-12,Approved token and asset locks constrain source and runtime screenshot iteration
VERIFY-043,cand-prd-to-ui-automation-agent,structured-prd-design,Tests narrative requirements against inspectable stage artifacts,included,2026-08-12,Four agents and workbench expose journey wireframe high-fidelity and token JSON with exchange exports
VERIFY-043,cand-agentic-ui-design-poc,book-demo-product-boundary,Tests a POC against an independently runnable loop,included,2026-08-12,Pinned Figma extraction persistent context HTML generation and visual QA operate end to end
VERIFY-043,cand-claude-to-print,derivative-manufacturing-loop,Tests upstream reuse against consequential independent mechanisms,included,2026-08-12,Direct skills multi-color splitting 3MF delivery and human slicer acceptance extend the parametric source loop
VERIFY-043,cand-onetool-mcp,tool-aggregator-boundary,Tests bundled Excalidraw access against owned Design authority,excluded,2026-08-12,Aggregator delegates visual work to external tools among many unrelated utilities
VERIFY-043,cand-wordinweb,non-agent-editor-boundary,Tests a visual document editor against AI participation,excluded,2026-08-12,Current source establishes collaborative editing but no agentic Design loop
VERIFY-043,cand-agentic-qe,generic-quality-boundary,Tests agentic testing against visual Design specificity,excluded,2026-08-12,Quality fleet is general software verification rather than a visual artifact product
VERIFY-043,cand-tokensbruecke,deterministic-plugin-boundary,Tests agent-readable output against AI-native operation,excluded,2026-08-12,Figma JSON import and export is deterministic and does not involve an agent in authoring
VERIFY-043,cand-democrito,agent-readable-library-boundary,Tests AI documentation against operated Design work,excluded,2026-08-12,Component registry and token files guide agents but remain a traditional design-system library
VERIFY-043,cand-agentic-sdlc-pipeline,generic-delivery-boundary,Tests optional Figma tokens against a Design product,excluded,2026-08-12,Pipeline automates software stages without a visual correction or artifact-authoring surface
VERIFY-044,cand-image-to-pptx,native-successor-format,Tests successor identity and PowerPoint authority,included,2026-08-12,Separate skill directly constructs and validates native OOXML text and shapes while the predecessor remains SVG-specific
VERIFY-045,cand-resource2skill,resource-distillation-runtime,Tests a general framework against real visual artifact operation,included,2026-08-12,Runnable domain servers retrieve distilled skills and produce web PowerPoint and Blender artifacts
VERIFY-045,cand-image-svg-pptx-pro,editable-deck-reconstruction,Tests bitmap embedding against semantic editable delivery,included,2026-08-12,Layout plan canonical SVG native PPTX route and QA outputs establish a recoverable workflow
VERIFY-045,cand-consulting-deck,evidence-bearing-presentation,Tests visual polish against argument and source traceability,included,2026-08-12,Evidence ledger chart specifications native objects and slide renders preserve both reasoning and delivery
VERIFY-045,cand-appautomaton-presentation,composable-deck-authority,Tests one suite with multiple render authorities,included,2026-08-12,Storyboard and identity hand off to distinct HTML PDF and native PowerPoint renderers
VERIFY-045,cand-presentation-skill,source-compiled-deck,Tests JSON workspace and rendered QA against screenshot-only output,included,2026-08-12,Semantic outline and composition grammar compile into native PPTX with geometric and visual review
VERIFY-045,cand-presenton-skills,official-interface-identity,Tests agent distribution against a new product count,duplicate,2026-08-12,Skill calls the existing Presenton API and returns the same editable presentation and preview surface
VERIFY-045,cand-shield-design,same-author-current-product,Tests repository name against product lineage,duplicate,2026-08-12,README names Slide ProMax and installation resolves to the current same-author product repository
VERIFY-045,cand-image-ppt-king,layered-ppt-authority,Tests semantic layers and text ownership before PowerPoint delivery,included,2026-08-12,Separate manifests and text schema feed an explicit artifact or pptxgenjs backend with QA
VERIFY-045,cand-imagegen-pptx-pipeline,candidate-to-native-deck,Tests image-led style exploration against editable delivery,included,2026-08-12,Approved comps are measured then rebuilt with native PowerPoint objects and package-level QA
VERIFY-045,cand-pradaslides,capability-aware-presentation,Tests format routing and hidden planning state,included,2026-08-12,One brief and visual contract governs format-specific authorities and a public HTML benchmark
VERIFY-045,cand-img2pptx,conversion-aware-vector-deck,Tests SVG preparation against claimed native editability,included,2026-08-12,Reports embedding conversion readiness and actual conversion separately while preserving semantic modules
VERIFY-045,cand-aurelius,gated-design-to-code,Tests broad agent framework against a complete visual delivery route,included,2026-08-12,Token lock implementation visual diff browser checks and build report form a closed Figma or conversation-to-code path
VERIFY-045,cand-figma-to-astro-pipeline,project-calibrated-handoff,Tests reusable architecture while retaining snapshot limitations,included,2026-08-12,Section work files deterministic layout comparison perceptual QA and bounded review are fully disclosed
VERIFY-045,cand-whipui,design-routing-contract,Tests orchestration layer without claiming a new model or editor,included,2026-08-12,Project DNA fingerprints evidence captures and Playwright repair persist across host agents
VERIFY-045,cand-design-agents-flow,multi-agent-ui-handoff,Tests prompt collection against durable artifact and visual correction,included,2026-08-12,Task files design system code changes and breakpoint screenshots preserve ownership across stages
VERIFY-045,cand-design-harness,specification-as-product,Tests design specification before downstream implementation,included,2026-08-12,DESIGN.md component and view registries plus schemas create a portable source of truth
VERIFY-045,cand-sdd-de,spec-driven-design-engineering,Tests installer methodology and UI acceptance cycle,included,2026-08-12,Specification branch Figma extraction visual verification adversarial review and token synchronization close the loop
VERIFY-045,cand-figma-to-webflow-starter,live-target-canvas,Tests code export against ordinary Webflow editability,included,2026-08-12,Agent mutates Webflow variables pages and sections then corrects against Figma before approved publish
VERIFY-045,cand-vibe-design-system-starter,repo-local-governance,Tests static guidance against enforced UI decision routing,included,2026-08-12,Agent instructions taxonomy tokens component contracts and review scripts govern visible feature work
VERIFY-045,cand-cxdesign-agents,phase-gated-cx-system,Tests persona quantity against persistent coordination mechanism,included,2026-08-12,MCP server shared memory phase artifacts and five approval gates connect research through visual handoff
VERIFY-045,cand-super-design-skills,option-driven-methodology,Tests method-only product against durable design decisions,included,2026-08-12,Meta-skill forces multiple directions and emits specs critique QA stakeholder and handoff artifacts
VERIFY-045,cand-agent-svgtools,agent-visual-feedback,Tests similarity metrics against semantic SVG authority,included,2026-08-12,CLI returns localized scores and images while forbidding trace output from becoming final geometry
VERIFY-045,cand-clean-vector-reconstruction,semantic-vector-rebuild,Tests auto-tracing against bounded structure-first correction,included,2026-08-12,Semantic objects remain authoritative and fixed reference boundaries only localize repair
VERIFY-045,cand-icon-design,addressable-candidate-lineage,Tests image generation against deliberate selection and packaging,included,2026-08-12,Stable IDs explicit human choice manifests and reproducible asset suite define state transitions
VERIFY-045,cand-jonfermin-cadsmith,parametric-preview-boundary,Tests browser model against CAD source authority,included,2026-08-12,Parameterized Python and CAD kernel exports remain authoritative while Three.js is labeled approximate
VERIFY-045,cand-agentic-3d-printing,printable-part-loop,Tests prose generation against manufacturing constraints and inspection,included,2026-08-12,Requirements parametric script printability review and viewer iteration form a recoverable product route
VERIFY-045,cand-3d-modeling-skill,consequence-aware-cad,Tests deterministic gates and specialist judgment boundaries,included,2026-08-12,Frozen contracts certified domains isolated review packets and receipts state both checks and omissions
VERIFY-045,cand-bmad-skills-marketplace,mixed-marketplace-boundary,Tests repository identity against coherent visual product,excluded,2026-08-12,Top-level marketplace mixes unrelated engineering documentation and creative skills while two visual components have their own contracts
VERIFY-045,cand-simplecore-skills-marketplace,mixed-marketplace-boundary,Tests repository identity against coherent visual product,excluded,2026-08-12,Top-level marketplace mixes Korean authoring visual boards diagrams and backend handbooks while visual components are separable
VERIFY-045,cand-book-reread,incidental-visual-delivery,Tests content transformation against Design as primary product,excluded,2026-08-12,Book distillation and rewriting drive the product while page style and SVG illustration are supporting output
VERIFY-045,cand-3d-stuff,consumer-workspace-boundary,Tests project use of agent CAD against reusable product identity,excluded,2026-08-12,Repository stores personal parts and delegates agent operation to the independently reviewed Text to CAD plugin
VERIFY-045,cand-ok-skills,curated-corpus-boundary,Tests collected skills against one operated artifact authority,excluded,2026-08-12,Repository curates cross-domain third-party playbooks without a coherent Design runtime
VERIFY-045,cand-awesome-agent-skills-voltagent,discovery-registry-boundary,Tests catalog visibility against product operation,excluded,2026-08-12,Registry indexes third-party skills but does not author or correct their visual artifacts
VERIFY-045,cand-awesome-html-slide-skills,discovery-registry-boundary,Tests slide catalog against a presentation engine,excluded,2026-08-12,Repository is a curated list without its own generation rendering or revision authority
VERIFY-045,cand-agent-firewall,query-false-positive,Tests matching vocabulary against Design scope,excluded,2026-08-12,Security system contains incidental SVG audit language and no visual artifact workflow
VERIFY-046,cand-slide-promax,current-product-source,Tests older Shield surface against current named repository,included,2026-08-12,Current repository owns the installable product and multi-format design protocols
VERIFY-046,cand-bmad-slide-maker,independent-marketplace-component,Tests a nested skill for its own artifact graph,included,2026-08-12,Token design layer HTML review source and four delivery routes are independently installable
VERIFY-046,cand-bmad-slides-generator,independent-marketplace-component,Tests sibling skill against Slide Maker identity,included,2026-08-12,Separate React workspace browser verification and standalone HTML authority establish a different product
VERIFY-046,cand-simplecore-svg-diagrams,independent-marketplace-component,Tests nested skill for an owned visual artifact,included,2026-08-12,Semantic SVG authoring JSON layout and render audit form an independent route
VERIFY-046,cand-simplecore-wireframe-boards,independent-marketplace-component,Tests nested skill for an owned board artifact,included,2026-08-12,Offline HTML frames durable IDs viewport behavior and handoff contract form an independent route
VERIFY-046,cand-simplecore-board-parity-walk,independent-verification-component,Tests nested skill for long-running visual correction,included,2026-08-12,Parity list handover facts cluster reviews and parked decisions persist audit state
VERIFY-046,cand-text-to-cad,reusable-upstream-product,Tests consumer workspace reference against upstream ownership,included,2026-08-12,Official library owns creation viewing robot files slicing G-code and cautious printer handoff
VERIFY-046,cand-image-split,independent-preparation-product,Tests Image-PPT dependency against independent usability,included,2026-08-12,Separate repository skill scripts manifests OCR evidence and QA can feed multiple downstream renderers
VERIFY-047,cand-webflow-skills-official,official-product-surface,Tests official agent skills against existing Webflow identity,duplicate,2026-08-12,Skills operate Webflow MCP CMS Designer audit transfer and publish authorities already represented by Webflow AI
VERIFY-047,cand-delements-web-stack,cross-host-handoff,Tests multi-platform claims for explicit artifact ownership,included,2026-08-12,Figma Webflow and Shopify workspaces have distinct contracts plus registry and handoff rules
VERIFY-047,cand-webstudio-mcp,unofficial-native-host-control,Tests generated code against mutation of the real Webstudio graph,included,2026-08-12,Fifteen action-grouped tools inspect mutate audit and refactor native instances styles tokens resources and assets with two-stage push
VERIFY-047,cand-webflow-project-template,project-scaffold-boundary,Tests reusable source workflow against official Webflow skills,included,2026-08-12,Independent scaffold owns local source conventions style extraction page logs and explicit host transfer
VERIFY-047,cand-effective-html,html-artifact-suite,Tests skill collection for a coherent authoring authority,included,2026-08-12,Six routed specialists share self-contained editable HTML and browser verification while preserving distinct fidelity contracts
VERIFY-047,cand-mengto-agent-skills,maintainer-suite-boundary,Tests large skill corpus against a generic marketplace,included,2026-08-12,Author-owned reference extraction interaction translation build capture and originality checks form a recurring visual loop
VERIFY-047,cand-swe-atlas,living-visual-spec,Tests wireframe commands against incidental planning aids,included,2026-08-12,Reviewed wireframes and prototypes become a living HTML specification with recorded decisions before code
VERIFY-047,cand-intent-design,end-to-end-ux-practice,Tests advisory knowledge against generated reviewable artifacts,included,2026-08-12,Specialists create research blueprints journeys wireframes evaluations and handoff packages under ethical gates
VERIFY-047,cand-claude-design-skill-jiji,independent-derivative,Tests copied prompt lineage against independently operable product,included,2026-08-12,Repository owns portable instructions templates HTML canvas demos selection gate and ongoing maintenance while declaring its inspiration
VERIFY-047,cand-power-platform-full-stack-skills,domain-delivery-loop,Tests wireframing against complete managed-app delivery,included,2026-08-12,UX agents wireframes data and implementation specialists browser checks and ALM transitions share one workflow state
VERIFY-047,cand-design-jarvis,persistent-design-team,Tests personas for stateful design coordination,included,2026-08-12,Tiered memory artifact skills and review gates preserve accepted and unresolved decisions across specialist agents
VERIFY-047,cand-figma2webflow-aw,role-separated-host-transfer,Tests documentation against executable state and correction loop,included,2026-08-12,Persistent workspace approval gate chunked operator mutation architect DOM inspection and error log form an independent route
VERIFY-047,cand-cad-coworker,human-parametric-refinement,Tests viewer infrastructure for an agent-oriented edit and export loop,included,2026-08-12,Annotated function parameters become live controls while CadQuery source and STEP remain authoritative
VERIFY-047,cand-cad-khana,diagnostics-first-cad,Tests plausible render against structural evidence,included,2026-08-12,Pure declarations assertions mechanism metadata drawings and exports expose separate failure modes
VERIFY-047,cand-fastbuild123d,live-parametric-editor,Tests renderer for persistent editable state and failure semantics,included,2026-08-12,Function annotations state log last-good geometry and headless export support recoverable human-agent iteration
VERIFY-047,cand-flow-cad,project-local-cad-authority,Tests viewer cache against source and STEP provenance,included,2026-08-12,Geometry authority module review bundles and exports keep parametric source distinct from derived projections
VERIFY-047,cand-freecad-modeling-skill,reproducible-freecad-route,Tests prompt instructions for materialization validation and inspection,included,2026-08-12,Python source FreeCADCmd FCStd STEP checks and CAD Explorer define a complete architecture-level route
