batch_id,executed_on,channel,language_scope,region_scope,query_count,result_cards_reviewed,new_candidate_refs,repeat_candidate_refs,queries,limitations
SAT-GH-005,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-abu-cowork|cand-slides-grab|cand-kin3o|cand-aniya-studio|cand-tractstack|cand-kleva|cand-claude-design-system-prompt|cand-garden-skills|cand-vibma|cand-aionui|cand-officecli|cand-presentation-ai|cand-openmontage|cand-genoffice,cand-mcp-apps|cand-awesome-agent-skills-corpus-gh3|cand-naim-challenge|cand-cordyceps|seed-monet|cand-claude-code-design|cand-convey|cand-baoyu-design|cand-efecto|cand-agent-workflow-canvas-cluster-gh3|cand-vibe-workflow|cand-open-ai-design-agent|cand-open-generative-ai|seed-open-design|cand-awesome-design-md-corpus|cand-ui-ux-pro-max|seed-open-pencil|cand-hyperframes|cand-figma-design-agent|cand-figma-cli|cand-awesome-claude-design|cand-figma-console-mcp|seed-open-codesign|seed-openpencil-zseven|cand-ppt-master|cand-antvis-infographic,"design canvas MCP in:readme|AI design visual editor in:readme|design system Figma agent in:readme|editable presentation AI agent in:readme",One hundred repository cards were screened against source and existing identities; fourteen first-seen products retained independent artifact loops across HTML slides motion websites Figma office and video while generic agent-workflow canvases link directories courses libraries and unrelated software were not promoted; fourteen percent novelty and sixty-five percent retained overlap remain above and below the pause thresholds respectively
SAT-GH-006,2026-08-12,github-repository-search,en,global-github-saturation,4,77,cand-claude-code-video-toolkit|cand-design-dna|cand-presentation-builder|cand-mobile-app-ui-design|cand-ai-slide-editor|cand-timholden-figma-mcp-server|cand-pix|cand-uspec|cand-reqwise-figma-mcp|cand-prototype-to-figma-skill|cand-figma-mcp-write-server|cand-claude-design-auditor-skill|cand-claude2figma|cand-ux-ui-agent-skills|cand-edenspiekermann-figma-design-system-skills|cand-thedesign-agent-skills|cand-naksha-studio|cand-noemuch-bridge|cand-sitepins|cand-openpage|cand-vibe-otter-lite|cand-craftflow|cand-intellibuild|cand-jihan-ai-web-builder|cand-shopnest|cand-ai-cms|cand-webora|cand-fusionspace|cand-launchlayer-ai|cand-figma-design-system-to-design-md,cand-taste-skill|cand-ppt-master|cand-cc-design|cand-vibma|cand-whiteport-design-studio|cand-figma-ui-mcp|cand-figma-console-mcp|cand-figma-design-agent|cand-figma-mcp-bridge|cand-claude-code-design|cand-awesome-agent-skills-corpus-gh3|cand-design-md-agent-skill|cand-design-system-sync|cand-baoyu-design|seed-open-design|cand-talktofigma|cand-frontend-slides|cand-presentation-ai,"visual design Claude Code in:readme|AI slide editor in:readme|Figma MCP design system in:readme|AI website builder visual editor in:readme",Seventy-seven available cards were screened at pinned source; thirty first-seen candidates exposed substantial new video slide Figma design-system skill and JSON or HTML website mechanisms while four boundary objects lacked an implemented independent Design loop; thirty-nine percent novelty and thirty-eight percent retained overlap show that GitHub remains far from saturation
SAT-GH-007,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-agentic-design-canvas|cand-floorplan-interior-render|cand-genable|cand-eostudio|cand-physgate|cand-better-design|cand-ui-craft|cand-reveal-presentations|cand-design-system-inspection-kit|cand-design-system-agents|cand-pilot-marketing-ai-design-system|cand-master-ai-design-system|cand-ai-design-system-remix|cand-chip|cand-enterprise-ai-design-system|cand-brand-booklet|cand-intlayer|cand-mcp-link-fusion|cand-massing,cand-pen-editor|seed-onlook|cand-silex|cand-openflowkit|cand-open-generative-ai|cand-superdesign-mcp|cand-awesome-agent-skills-corpus-gh3|cand-figma-design-agent|cand-design-for-ai|cand-frontend-slides,"design agent scene graph in:readme|AI design system agent in:readme|visual editor MCP AI in:readme|generative design editor agent in:readme",One hundred repository cards were screened; nineteen first-seen candidates exposed independent scene-graph Figma system-governance brand CAD BIM and verification mechanisms while two adjacent utilities fell outside Design and one repository resolved to a Claude Design export; nineteen percent novelty and thirty-four percent retained overlap keep GitHub active
SAT-GH-008,2026-08-12,github-repository-search,en,global-github-saturation,4,54,cand-codex-slides|cand-brand-design-skill|cand-styleseed|cand-ppt-design-prompt|cand-rampstack-skills|cand-generative-media-skills|cand-pronghorn|cand-microsoft-skills|cand-shokunin|cand-mano|cand-bagidea-office,cand-awesome-design-md-corpus|cand-baoyu-design|cand-awesome-claude-design|cand-ghost-ai|cand-naksha-studio|cand-mimic-ai|seed-open-design|cand-ui-ux-pro-max|cand-cc-design|cand-awesome-agent-skills-corpus-gh3,"design agent tokens components editor in:readme|AI CAD visual editor in:readme|brand design agent workflow in:readme|AI presentation scene graph in:readme",Fifty-four available cards were screened at pinned source; narrow CAD and scene-graph terms reduced the denominator but still exposed durable slide project design-method compiler brand skill architecture-platform and translation mechanisms; eleven first-seen retained candidates yield twenty percent novelty and forty-eight percent retained overlap so GitHub remains active
RECURSIVE-004,2026-08-12,official-source-followup,en,global-agent-design-skill-lineages,5,5,cand-anthropic-frontend-design|cand-kami|cand-impeccable,cand-ui-ux-pro-max|cand-taste-skill,"Microsoft Frontend Design Review upstream|Shokunin Kami upstream|Shokunin Impeccable upstream|Shokunin UI UX Pro Max upstream|Shokunin Taste upstream",Explicit source acknowledgements and bundled upstream links were resolved to canonical repositories; Kami and Impeccable expose independent artifact mechanisms while the Anthropic skill is guidance-only and two known instruction skills remain excluded; this is not a comparable saturation batch
SAT-GH-009,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-tool4boxology|cand-agency-agents|cand-contains-agents|cand-interface-design|cand-designer-skills|cand-ai-agency-agents|cand-addy-agent-skills|cand-presenton|cand-hugoblox|cand-onlyoffice-documentserver|cand-pptist|cand-univer|cand-onlyoffice-desktopeditors|cand-affine|cand-minimax-skills|cand-draftdeckai|cand-solidworks-automation-skill|cand-fluidcad|cand-cli-anything|cand-vcad|cand-onshape-mcp|cand-jarvis-onshape-mcp|cand-sketchforge|cand-partmode|cand-solidpilot|cand-cae-agent-hub|cand-cad-cae-copilot,seed-open-pencil|cand-baoyu-design|cand-slides-grab|cand-awesome-claude-design|cand-better-design|cand-awesome-design-md-corpus|seed-open-design|cand-ui-ux-pro-max|cand-frontend-slides|cand-taste-skill|cand-garden-skills|cand-hyperframes|cand-open-generative-ui|cand-claude-design-system-prompt|cand-impeccable|cand-design-md-chrome|cand-html-anything|cand-google-design-md-spec|cand-aionui|cand-ppt-master|cand-antvis-infographic|cand-officecli|cand-genoffice|cand-pptagent|cand-forgent3d|cand-presentation-ai,"AI design artifact editor in:readme|design system agent visual in:readme|presentation AI editable in:readme|CAD agent MCP in:readme",One hundred repository cards were screened at pinned source; twenty-seven first-seen identities exposed major novelty in editable presentations exact CAD live engineering and agent-native application control while static persona and skill corpora and generic office infrastructure were excluded; twenty-seven percent novelty and forty-nine percent retained overlap keep GitHub far from saturation
RECURSIVE-005,2026-08-12,official-source-followup,en,global-office-agent-components,2,2,cand-onlyoffice-ai-plugin|cand-univer-mcp,cand-onlyoffice-documentserver|cand-univer,"ONLYOFFICE first-party AI plugin|Univer official MCP implementation",Component tracing confirmed the ONLYOFFICE plugin mutates the counted native editor while the independently surfaced Univer MCP automates spreadsheets but does not establish a Design-specific job; this is not a comparable saturation batch
SAT-GH-010,2026-08-12,github-repository-search,en,global-github-saturation,4,77,cand-presentation-app|cand-starrykit|cand-slidefinder|cand-seaslides|cand-pptx-viewer|cand-director|cand-chilldeck|cand-slideflow|cand-ppt-saas|cand-zero-build-slides|cand-frontend-slides-editable|cand-rocketsmith|cand-fusionmcp|cand-scad-webmcp|cand-cad-solver|cand-omnimcp|cand-ai-cad|cand-ai-parametric-cad|cand-hagma-flowlet,cand-ppt-master|cand-awesome-agent-skills-corpus-gh3|cand-slidex|cand-frontend-slides|cand-flato|cand-forgent3d|cand-vcad|cand-partmode|seed-open-design|cand-ui-ux-pro-max|cand-hyperframes|cand-agency-agents|cand-contains-agents|cand-awesome-claude-design|cand-designer-skills|cand-interface-design|cand-garden-skills|cand-claude-design-system-prompt|cand-impeccable|cand-google-design-md-spec|cand-open-generative-ui|cand-baoyu-design|cand-figma-design-agent|cand-design-md-chrome|cand-ai-agency-agents|seed-open-pencil,"editable presentation AI agent in:readme|parametric CAD MCP agent in:readme|design system visual agent components in:readme|AI canvas scene graph editor in:readme",Seventy-seven available repository cards were screened at pinned source; nineteen first-seen candidates added substantial editable source-deck approval-gated live-app production and exact engineering mechanisms while generic editor infrastructure and an AI-deferred canvas were excluded; twenty-five percent novelty and fifty-eight percent retained overlap keep GitHub active
RECURSIVE-006,2026-08-12,official-source-followup,en,global-presentation-editor-lineage,1,1,cand-tylina,cand-seaslides,"SeaSlides recommended WYSIWYG workspace Tylina",SeaSlides explicitly routes generated Typst projects into the independently downloadable Tylina editor whose rendered-page edits and ACP agent share canonical source; this is not a comparable saturation batch
SAT-GH-011,2026-08-12,github-repository-search,en,global-github-saturation,4,83,cand-mira-animator|cand-paper2any|cand-knowledge-cat-ppt|cand-rw-consulting-ppt|cand-sparo-os|cand-tellr|cand-hands-on-deck|cand-ppt-as-code|cand-graphcompose|cand-deckestra|cand-competition-ppt-template|cand-paper2slides|cand-codeck|cand-amaroad|cand-tiangong-ai-decks|cand-eigendeck|cand-editable-presentation-studio|cand-cyclecad|cand-embodied-scene-generation|cand-mcp-cad|cand-robosimtools-mcp|cand-resonance-ai|cand-ruth-v3|cand-ohmyposh-configurator|cand-n8n-desk|cand-glyphic|cand-blender-mcp-n8n|cand-tastebuddy|cand-design-os|cand-ai-design-system-starter|cand-brand-manual-app|cand-milestone-designer|cand-figmalint,cand-ppt-master|cand-frontend-slides-editable|cand-codex-slides|cand-silex|cand-openflowkit|cand-open-generative-ai|cand-better-design|cand-design-system-inspection-kit|cand-chip|cand-ui-craft,"editable deck agent source in:readme|browser CAD AI MCP in:readme|visual editor MCP server design in:readme|AI design system artifact in:readme",Eighty-three repository cards produced thirty-three first-seen candidates and ten repeats among forty-three retained mentions; forty percent novelty and twenty-three percent retained overlap keep GitHub discovery active
RECURSIVE-007,2026-08-12,official-source-followup,en,global-presentation-agent-upstreams,3,3,cand-paper-to-any-studio|cand-reversa|cand-bitfun,cand-paper2any|cand-mira-animator|cand-sparo-os,"Paper2Any separate hosted Studio and Nexus|Mira Reversa framework dependency|Sparo OS BitFun technical foundation",First-party upstream tracing separated a private hosted commercial product and two independently usable frameworks from the three products that surfaced them; this is not a comparable saturation batch
SAT-GH-012,2026-08-12,github-repository-search,en,global-github-saturation,4,77,cand-kanvas-obsidian|cand-review-gate|cand-instruckt|cand-comfyui-easy-color-corrector|cand-genjutsu|cand-deskcraft|cand-openada|cand-eng-mcp-suite|cand-decibel-designer|cand-get-shit-pretty|cand-spaceui,cand-caddesigner|seed-open-design,"agent editable canvas design in:readme|visual feedback AI design artifact in:readme|native artifact design agent in:readme|design artifact MCP server in:readme",Seventy-seven repository cards produced eleven first-seen candidates and two direct repeats among thirteen retained mentions; fourteen percent novelty and fifteen percent overlap keep GitHub active while broad agent-development noise was screened at source
RECURSIVE-008,2026-08-12,official-source-followup,en,global-runtime-feedback-adapters,4,4,,cand-instruckt,"Instruckt core|Instruckt Laravel adapter|Instruckt Astro adapter|Instruckt Tauri adapter",First-party adapter tracing confirmed one framework-neutral Instruckt product identity rather than four products; this is not a comparable saturation batch
RECURSIVE-009,2026-08-12,official-source-followup,en,global-engineering-mcp-components,1,19,cand-lineforge|cand-mcp-emc-regulations|cand-drawio-engineering-mcp|cand-rfingadam-mcp-blender|cand-mcp-remote-access|cand-copper-mountain-vna-mcp|cand-mcp-openems|cand-mcp-nec2-antenna|cand-mcp-pcb-emcopilot|cand-mcp-ltspice-qucs|cand-mcp-cst-studio|cand-mcp-rs-spectrum-analyzer|cand-mcp-rs-cmw500|cand-mcp-rs-siggen|cand-mcp-rf-test|cand-doc-testplan-generator|cand-mcp-eng-requirements|cand-mcp-eng-verification|cand-rflect,cand-eng-mcp-suite,"eng-mcp-suite public and private manifest entries plus linked RFlect product",Component-level review separated nine independently implemented engineering Design products from reference lookup remote control lab automation and inaccessible private tools; this is not a comparable saturation batch
RECURSIVE-010,2026-08-12,official-source-followup,en,global-diagram-editor-upstream,1,1,cand-drawio-mcp,cand-drawio-engineering-mcp,"Draw.io Engineering MCP official draw.io MCP upstream",The official agent-editable draw.io product is independently released while the engineering server adds a separate domain layer; this is not a comparable saturation batch
RECURSIVE-011,2026-08-12,official-source-followup,en,global-design-skill-upstream,1,1,,cand-genjutsu|cand-ui-ux-pro-max,"genjutsu bundled UI UX Pro Max upstream module",Pinned upstream declaration confirms the existing excluded knowledge skill is bundled into genjutsu but remains a separate upstream identity; this is not a comparable saturation batch
SAT-GH-013,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-kicad-mcp-server|cand-lamaalrajih-kicad-mcp|cand-montevive-penpot-mcp|cand-eda-agent|cand-agents365-drawio-skill|cand-next-ai-draw-io|cand-diagram-design|cand-lgazo-drawio-mcp-server|cand-yank-note|cand-drawio-ai-kit|cand-drawio-scientific-illustrator|cand-drawio2go|cand-drawio-diagram-builder-skill|cand-terravision|cand-aws-architecture-diagram-skill|cand-clawphd|cand-flowforge-skill|cand-openscad-agent|cand-code2world|cand-figmirror|cand-deepdiagram|cand-officebuddy|cand-claude-office-skills|cand-blender-mcp-vxai|cand-cad-agent|cand-3dcodebench|cand-cadgenbench|cand-cadsmith|cand-claude-code-workflows|cand-jezweb-claude-skills|cand-arc-kit|cand-optiaxiom|cand-github-copilot-agent-skills|cand-poco|cand-simonkurtz-drawio-mcp-server|cand-mcpyats|cand-heroui|cand-blade|cand-figma-mcp-server|cand-reicon|cand-tempad-dev|cand-archondev|cand-claude-terminal|cand-mcp-rubber-duck|cand-super-agent-party|cand-physics-notebook|cand-harness-terminal|cand-qwen3-coder|cand-modern-web-guidance|cand-interactive-resume-template|cand-endless-memory-gym|cand-trina-grid|cand-front-end-checklist|cand-awesome-gui-agents|cand-piebald-system-prompts|cand-multi-agent-shogun|cand-claude-octopus|cand-novatech-demo|cand-laravel-claude-code-setup|cand-wilwaldon-frontend-design-toolkit,cand-awesome-claude-design|cand-awesome-agent-skills-corpus-gh3|cand-better-design|cand-ux-ui-agent-skills|cand-naksha-studio|cand-drawio-mcp|cand-cli-anything|cand-paper2any|seed-open-design|cand-figma-console-mcp|seed-open-pencil|seed-openpencil-zseven|cand-figma-cli|cand-hyperframes|cand-figma-ui-mcp|cand-vibma|cand-baoyu-design|cand-dembrandt|cand-uspec|cand-timholden-figma-mcp-server|cand-instruckt,"design review MCP visual in:readme|agent drawio editable in:readme|design system MCP Figma tokens in:readme|render visual feedback agent in:readme",One hundred cards were screened at pinned source; direct terms uncovered independent EDA diagram scientific-visualization CAD design-system and artifact-review mechanisms plus several predecessor copy and component identities; sixty first-seen boundary records and twenty-one retained repeats show high novelty so GitHub remains active
RECURSIVE-012,2026-08-12,official-source-followup,en,global-successor-upstream-and-components,6,6,cand-konnect|cand-scientific-illustrator|cand-anthropic-agent-skills|cand-yank-note-extension|cand-arckit-claude|cand-heroui-mcp,cand-kicad-mcp-server|cand-drawio-scientific-illustrator|cand-claude-office-skills|cand-yank-note|cand-arc-kit|cand-heroui,"KiCAD MCP declared successor|Scientific Illustrator declared successor|Claude office skills canonical upstream|Yank Note official AI extension|ArcKit current source repository|HeroUI official MCP source",Source follow-up separated two independently usable KiCad generations from true predecessor or copy collapses and folded official extensions into their owning product lineages; this is identity verification rather than a comparable saturation batch
SAT-GH-014,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-higgsfield-skills|cand-crafter|cand-agent-vision-toolkit|cand-skillstead|cand-sci-figure|cand-paper-framework-figure-studio-pro|cand-premium-vector-icon-designer|cand-layer-first-raster-to-svg|cand-powerpoint-business|cand-shad-expo-studio|cand-threejs-game-skills|cand-arinspunk-claude-talk-to-figma|cand-qt-agent-skills|cand-extract-design-system|cand-multi-agent-cad|cand-forma-ai-service|cand-cicada|cand-millwright|cand-spark-to-paper-skills|cand-nature-skills|cand-circuit-weaver|cand-nano-scientist|cand-playwright-skill|cand-claude-command-suite|cand-gravity-uikit|cand-medplum|cand-memoh,cand-ppt-master|cand-openflowkit|seed-open-pencil|cand-wilwaldon-frontend-design-toolkit|cand-awesome-agent-skills-corpus-gh3|cand-heroui|cand-dembrandt|cand-figma-mcp-server|cand-figma-console-mcp|cand-vibma|cand-uspec|cand-cad-agent|cand-cadsmith|cand-cadgenbench|cand-awesome-gui-agents|cand-caddesigner|seed-google-stitch,"editable SVG agent design in:readme|visual regression agent design in:readme|design tokens agent MCP in:readme|CAD visual feedback agent in:readme",One hundred cards were screened at source; twenty-seven first-seen boundary records and seventeen retained repeats reveal continued high novelty across scientific graphics visual verification agent skills Figma QML and engineering Design
SAT-GH-015,2026-08-12,github-repository-search,en,global-github-saturation,4,93,cand-image-to-svg|cand-figedit|cand-image-to-shape-safe-svg|cand-figma-editable-dashboard-skill|cand-nature-figure-studio|cand-scifig|cand-subcortex-visualization-skill|cand-svg-icon-skills|cand-svg-factory|cand-svg-creation-skill|cand-ian-nuttall-skills|cand-proofshot|cand-game-creator|cand-work-with-design-systems|cand-design-system-extraction|cand-design-system-builder|cand-d2c|cand-figma-to-design-codestate|cand-claude-figma-kit|cand-ui-from-references|cand-prd-to-ui-automation-agent|cand-agentic-ui-design-poc|cand-claude-to-print|cand-onetool-mcp|cand-wordinweb|cand-agentic-qe|cand-tokensbruecke|cand-democrito|cand-agentic-sdlc-pipeline,cand-higgsfield-skills|cand-ppt-master|cand-sci-figure|cand-shad-expo-studio|seed-open-pencil|cand-playwright-skill|cand-figma-cli|cand-qt-agent-skills|cand-naksha-studio|cand-claude-code-design|cand-ui-craft|cand-mydesign-md|cand-multi-agent-cad|cand-cadgenbench|cand-cad-agent|cand-forma-ai-service|cand-cicada|cand-awesome-agent-skills-corpus-gh3,"editable SVG Agent Skill in:readme|visual regression coding agents in:readme|Figma design-tokens.json agent in:readme|build123d visual feedback agent in:readme",Ninety-three cards were reviewed because the fourth query returned eighteen results; twenty-nine first-seen boundary objects and eighteen repeats show persistent novelty in vector reconstruction visual proof Figma systems and printable CAD
RECURSIVE-013,2026-08-12,official-source-followup,en,global-image-reconstruction-successor,1,1,cand-image-to-pptx,cand-image-to-shape-safe-svg,"Shape-safe SVG repository routes native editable PowerPoint work to image-to-pptx",The explicit successor is independently usable and owns a native OOXML object authority while the older skill remains active for SVG; this is identity follow-up rather than a comparable saturation batch
SAT-GH-016,2026-08-12,github-repository-search,en,global-github-saturation,4,78,cand-resource2skill|cand-image-svg-pptx-pro|cand-consulting-deck|cand-appautomaton-presentation|cand-presentation-skill|cand-presenton-skills|cand-shield-design|cand-image-ppt-king|cand-imagegen-pptx-pipeline|cand-pradaslides|cand-img2pptx|cand-aurelius|cand-figma-to-astro-pipeline|cand-whipui|cand-design-agents-flow|cand-design-harness|cand-sdd-de|cand-figma-to-webflow-starter|cand-vibe-design-system-starter|cand-cxdesign-agents|cand-super-design-skills|cand-agent-svgtools|cand-clean-vector-reconstruction|cand-icon-design|cand-jonfermin-cadsmith|cand-agentic-3d-printing|cand-3d-modeling-skill|cand-bmad-skills-marketplace|cand-simplecore-skills-marketplace|cand-book-reread|cand-3d-stuff|cand-ok-skills|cand-awesome-agent-skills-voltagent|cand-awesome-html-slide-skills|cand-agent-firewall,cand-ppt-master|cand-baoyu-design|cand-knowledge-cat-ppt|cand-slides-grab|cand-naksha-studio|cand-agentic-ui-design-poc|cand-image-to-svg|cand-claude-to-print,"editable PPTX Agent Skill in:readme|design system Figma MCP visual QA in:readme|SVG audit agent render in:readme|print-ready build123d skill in:readme",Seventy-eight cards were available across four queries; thirty-five first-seen boundary objects and eight retained repeats expose continuing novelty in editable presentation spec-driven UI vector verification and fabrication workflows
RECURSIVE-014,2026-08-12,official-source-followup,en,global-product-component-and-upstream-followup,5,9,cand-slide-promax|cand-bmad-slide-maker|cand-bmad-slides-generator|cand-simplecore-svg-diagrams|cand-simplecore-wireframe-boards|cand-simplecore-board-parity-walk|cand-text-to-cad|cand-image-split,cand-ui-ux-pro-max,"Shield Design current install target|BMAD independently installable visual skills|SimpleCORE independently routed visual skills|3d_stuff upstream CAD plugin|Image-PPT-King upstream preparation product",Eight independently usable current products entered the same pipeline; the repeated UI UX Pro Max dependency remains excluded under its prior no-artifact decision and this identity follow-up is not a comparable saturation batch
SAT-GH-017,2026-08-12,github-repository-search,en,global-github-saturation,4,99,cand-webflow-skills-official|cand-delements-web-stack|cand-webstudio-mcp|cand-webflow-project-template|cand-effective-html|cand-mengto-agent-skills|cand-swe-atlas|cand-intent-design|cand-claude-design-skill-jiji|cand-power-platform-full-stack-skills|cand-design-jarvis|cand-figma2webflow-aw|cand-cad-coworker|cand-cad-khana|cand-fastbuild123d|cand-flow-cad|cand-freecad-modeling-skill|cand-build123d-cad|cand-alice-sdf|cand-ruflow|cand-baoyu-skills-top-level|cand-bkit-codex|cand-morilab-txt2cad|cand-vatsalya-text2cad-agent|cand-lzm-text-to-cad|cand-adagora-cad-tools|cand-nludd-text-to-cad|cand-costrict-earthtojake-cad|cand-ecologica-earthtojake-cad,cand-figma-to-webflow-starter|cand-baoyu-design|cand-agents365-drawio-skill|cand-awesome-claude-design|cand-text-to-cad,"editable PDF Agent Skill design in:readme|Figma Webflow MCP agent in:readme|wireframe Agent Skill HTML in:readme|STEP CAD Viewer Agent Skill in:readme",Ninety-nine cards were screened at source; twenty-nine first-seen boundary records and five retained repeats still reveal substantial novelty in host-transfer UX specification human review and parametric CAD so GitHub remains active
RECURSIVE-015,2026-08-12,official-source-followup,en,global-effective-html-companions,2,2,cand-plannotator|cand-tot-page,,"Effective HTML annotation companion|Effective HTML sharing companion",Source follow-up separated the independently operated human review loop from generic versioned publishing infrastructure; this is identity verification rather than a comparable saturation batch
SAT-GH-018,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-self-review|cand-claw-design|cand-manalkaff-opendesign|cand-ai-design-engineer|cand-sumi|cand-office-design-toolkit|cand-design-eng-skills|cand-cuellar-design-skills|cand-claude-webkit|cand-gstack-game|cand-shain-designer-kit|cand-codex-game-studio|cand-cad-as-code-template|cand-3dmodel-skill|cand-text-to-cad-coach|cand-ada-v2-nazir|cand-ada-v2-syed|cand-opencad|cand-ee-circuit-design-skills|cand-emdash-skills|cand-tonone|cand-plannotator-design-artifact|cand-yy-design-archived|cand-parametric-canvas-hook|cand-cad-power-animations|cand-ai-agent-team-mobile-app|cand-intent-driven-template|cand-productspec|cand-latex-paper-skills|cand-atlas-agent-teams|cand-proflead-codex-agents-library|cand-lion-agent-templates,cand-effective-html|seed-open-design|cand-get-shit-pretty|cand-designer-skills|cand-intent-design|cand-power-platform-full-stack-skills|cand-naksha-studio|cand-html-anything|cand-claude-design-auditor-skill|cand-awesome-claude-design|cand-kami|cand-design-farmer|cand-codex-slides|cand-claude-code-design|cand-knowledge-cat-ppt|cand-pradaslides|cand-forgent3d|cand-scad-webmcp|cand-cad-solver|cand-ai-parametric-cad|cand-addy-agent-skills|cand-awesome-agent-skills-corpus-gh3,"design artifact agent skill in:readme|wireframe UX agent handoff in:readme|visual QA design system agent in:readme|parametric CAD agent viewer in:readme",One hundred cards yielded thirty-two first-seen boundary records and twenty-two retained repeats; continuing novelty across self-review game production document design and engineering authority leaves global GitHub discovery unsaturated
RECURSIVE-016,2026-08-12,official-source-followup,en,global-component-successor-and-upstream-followup,7,7,cand-design-agent-skills|cand-atlas-design-ux|cand-atlas-3d-design|cand-shain-design-system-skill|cand-simcorrect|cand-claude-code-game-studios|cand-design-driven-development,,"YY Design current successor|Atlas independently installable Design UX component|Atlas independently installable 3D Design component|Shain Designer Kit system companion|OpenCAD correction companion|Codex Game Studio upstream|Shain linked Design Driven Development",Seven first-party successors components companions and upstream products were independently operable and entered the census; this identity follow-up is not a comparable saturation batch
SAT-GH-019,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-fabricio-skills|cand-ux-reviewer|cand-ios-design-agent-skill|cand-s-stack|cand-supercharge-ai-design-skills|cand-ives|cand-taste-skills|cand-anti-ai-design|cand-better-web-ui|cand-psenger-agent-skills|cand-abvx-agent-skills|cand-amplitude-builder-skills|cand-universal-design-principles|cand-gpt-image2-skill|cand-qwen-mm-plugins|cand-blender-mcp-vinhelysia|cand-opticalmodeler|cand-videococo|cand-clawatar|cand-aerolab-silicon-baires|cand-timecode-agent|cand-bambu-studio-ai|cand-opentopos|cand-auteur|cand-sceneconductor|cand-rjwalters-kicad-tools|cand-pcb-agent-teams|cand-electronics-agent-kit|cand-ki-stack|cand-kicad-agent-seahan|cand-michpro-kicad-tools|cand-akcli|cand-paper-to-schematic|cand-kicad-pcba-engineering-skills|cand-pcba-design-skills|cand-kicad-schematic-kenchan|cand-kicad-cursor|cand-kiskill|cand-nijo-electronics-kit|cand-misko-circuits|cand-mash-kicad-skills|cand-kiclaw|cand-kicadai|cand-engineering-design-plugin|cand-pcie-active-backplane|cand-markdown-exporter|cand-brand-docs|cand-kimi-skills|cand-adeu,cand-ok-skills|cand-get-shit-pretty|cand-ui-craft|cand-cli-anything|cand-resource2skill|cand-circuit-weaver|cand-ee-circuit-design-skills|cand-minimax-skills|cand-awesome-agent-skills-corpus-gh3|cand-garden-skills|cand-awesome-agent-skills-voltagent|cand-office-design-toolkit,"design critique agent skill in:readme|Blender agent skill render in:readme|KiCad agent skill ERC in:readme|DOCX agent skill visual in:readme",One hundred cards produced forty-nine first-seen boundary records and twelve retained repeats; especially dense KiCad and agent-skill novelty keeps global GitHub discovery decisively unsaturated
RECURSIVE-017,2026-08-12,official-source-followup,en,global-installable-components-and-source-lineage,4,4,cand-qwen-blender|cand-qwen-freecad|cand-qwen-video-edit|cand-kimi-office,,"Qwen separately installable Blender component|Qwen separately installable FreeCAD component|Qwen separately installable Video Edit component|Community Kimi Skills stated Moonshot source lineage",Three Qwen components expose different independently installed artifact graphs and official Kimi evidence resolves an extracted community distribution; this identity follow-up is not a comparable saturation batch
SAT-GH-020,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-video-shotcraft|cand-complete-shelf|cand-pascal-skills|cand-animal-island-ui|cand-ux-writing-skill|cand-yuv-ai-creative-skills|cand-stylekit|cand-paper2poster|cand-agentic-awesome-skills|cand-notebooklm-py|cand-dom-to-pptx|cand-open-ptc-agent|cand-claude-financial-services|cand-cuga-agent|cand-sensenova-skills|cand-microsoftdocs-agent-skills|cand-kicad-mcp-pro|cand-kicad-skills-ipc|cand-tinystudio|cand-zaptrace|cand-kicad-copilot|cand-sparkbench|cand-unreal-agent-harness|cand-unreal-blender-mcp|cand-artclaw-bridge|cand-ai-forge-mcp|cand-blender-mcp-server-namurokuro|cand-blender-orchestrator|cand-blockout|cand-dcc-mcp-blender|cand-blender-scene-agent|cand-rhino-mcp|cand-serpentine3d|cand-cr8-xyz|cand-auroraview|cand-posecode|cand-blender-live-agent-build|cand-jithin-blender-skill|cand-dataevolver,cand-awesome-agent-skills-corpus-gh3|cand-awesome-agent-skills-voltagent|cand-mengto-agent-skills|cand-figma-mcp-server|seed-open-design|cand-slides-grab|seed-open-pencil|cand-hyperframes|cand-awesome-claude-design|cand-wilwaldon-frontend-design-toolkit|cand-ui-ux-pro-max|cand-baoyu-design|cand-ux-ui-agent-skills|cand-anthropic-agent-skills|cand-minimax-skills|cand-ppt-master|cand-markdown-exporter|cand-resource2skill|cand-cli-anything|cand-rjwalters-kicad-tools|cand-pcb-agent-teams|cand-circuit-weaver|cand-akcli|cand-blender-mcp-n8n|cand-rfingadam-mcp-blender,"Figma ""Agent Skill"" visual in:readme|PPTX ""Agent Skill"" editable in:readme|KiCad ""AI agent"" render in:readme|Blender ""AI agent"" viewport in:readme",One hundred cards produced thirty-nine first-seen boundary records and twenty-five retained repeats; new motion office electronics DCC and artifact-format systems keep global GitHub discovery far above the pause threshold
